product_id,product_name,category,brand,price,discount,rating,stock,weight_g,color,created_at,updated_at,is_deleted
P02457,Keyboard,Home,Dell,2085.28,30,4,,,Grey,2024-10-04 08:17:18,2024-10-22 03:29:12,0
P02458,CAMERA,electronics,Samsung,897.72,0,1,480,2544,Grey,2024-08-20 07:21:50,2024-06-15 03:14:03,0
P02459,MOUSE,office,generic,626.68,50,5,,,RED,2024-10-14 01:10:49,2024-06-03 15:59:23,0
P02460,,Office,sony,239.35,0,,232,639,,2024-07-04 22:59:55,2024-05-08 04:15:51,1
P02461,Keybo@rd,,dell,1561.52,50,3,366,,Grey,2024-11-12 23:28:31,2024-03-24 23:54:16,1
P02462,MONITOR,Home,HP,121.47,10,2,,542,,2024-03-03 00:36:11,2024-01-20 08:51:39,1
P02463,Bag,gadgets,Generic,3978.5,0,3,,,,2024-07-26 06:54:14,2024-06-14 22:58:13,0
P02464,B@g,Electronics,DELL,1037.1,30,,,,Blue,2024-09-19 09:14:01,2024-03-16 03:08:27,0
P02465,,,Generic,2650.65,50,5,,,White,2024-01-28 20:53:48,2024-12-14 03:58:38,1
P02466,Mouse,Home,Samsung,4508.65,50,,,,,2024-05-18 18:10:37,2024-03-23 01:35:19,1
P02467,Phone,ACCESSORIES,Dell,2538.85,10,,,1461,White,2024-06-03 09:15:48,2024-09-21 23:05:18,0
P02468,B@g,Accessories,HP,2152.37,0,5,13,,red,2024-01-06 09:52:15,2024-07-31 23:58:58,0
P02469,Phone,Gadgets,HP,2895.37,0,5,149,2033,Grey,2024-04-18 13:08:26,2024-08-17 16:58:57,0
P02470,Phone,,Sony,2496.29,0,2,17,,Grey,2024-07-15 12:19:53,2024-09-18 17:24:42,1
P02471,Tablet,Electronics,Sony,4191.5,0,3,459,2969,Blue,2024-02-05 10:55:43,2024-10-19 17:53:20,0
P02472,Laptop,Electronics,GENERIC,3728.21,50,2,99,4958,RED,2024-07-23 05:46:06,2024-07-18 03:22:39,0
P02473,Mouse,Gadgets,SONY,3492.53,30,4,,,,2024-02-01 22:08:53,2024-09-16 07:54:04,0
P02474,Monitor,electronics,GENERIC,4036.74,10,5,246,3143,Red,2024-07-22 01:10:54,2024-09-12 16:23:43,0
P02475,C@mer@,home,Generic,4361.67,50,2,1,,Blue,2024-06-16 18:49:41,2024-05-23 14:14:27,0
P02476,Camera,Office,DELL,3196.36,0,,351,,BLACK,2024-08-26 16:22:35,2024-07-19 22:52:59,0
P02477,Tablet,ELECTRONICS,HP,3319.9,0,4,,,Grey,2024-02-21 01:52:54,2024-08-16 08:34:19,1
P02478,KEYBOARD,G@dgets,Samsung,1196.79,0,1,105,3331,Grey,2024-05-14 06:57:49,2024-12-08 11:48:06,1
P02479,T@blet,accessories,,1109.63,0,2,84,4093,white,2024-03-21 03:55:52,2024-11-22 03:29:36,0
P02480,CAMERA,,GENERIC,4670.94,0,3,78,3448,Red,2024-12-02 01:38:37,2024-07-05 11:53:36,1
P02481,Tablet,Office,HP,1443.71,0,,402,1887,White,2024-07-08 01:47:37,2024-04-15 05:18:19,1
P02482,Keyboard,Electronics,Generic,3586.93,0,5,296,,,2024-04-28 05:20:27,2024-02-04 05:21:51,0
P02483,TABLET,Gadgets,HP,1965.85,30,3,,,BLACK,2024-08-15 14:10:26,2024-01-03 22:13:07,0
P02484,monitor,,,1890.7,0,3,371,,Red,2024-03-27 04:44:51,2024-03-21 11:58:51,1
P02485,,Electronics,Sony,2701.77,50,5,,3492,Black,2024-01-05 12:40:09,2024-03-16 12:03:13,0
P02486,Tablet,Home,Apple,1989.56,50,1,88,3760,Black,2024-08-09 23:04:41,2024-01-05 22:09:28,0
P02487,Keyboard,electronics,Samsung,717.52,20,5,,3386,Grey,2024-04-21 09:30:52,2024-02-10 12:52:09,0
P02488,bag,OFFICE,Samsung,2244.42,50,1,,3296,WHITE,2024-10-22 18:32:01,2024-06-08 08:43:53,1
P02489,monitor,office,Generic,3878.82,50,4,354,3164,RED,2024-01-18 20:40:16,2024-01-14 02:06:50,0
P02490,monitor,office,Apple,3007.22,20,1,422,3699,Red,2024-10-09 05:46:54,2024-02-14 21:59:29,0
P02491,Phone,,,4093.63,30,4,66,,White,2024-05-26 10:41:35,2024-07-08 13:49:28,0
P02492,Phone,gadgets,Dell,2447.45,10,2,,,Red,2024-09-01 10:18:22,2024-09-30 09:35:16,0
P02493,Keyboard,Accessories,dell,1714.94,30,2,,,White,2024-02-09 19:55:14,2024-06-07 17:31:02,0
P02494,C@mer@,G@dgets,dell,842.49,10,2,313,,white,2024-09-05 15:35:52,2024-10-31 11:54:36,1
P02495,mouse,office,Apple,4966.82,30,3,358,3797,WHITE,2024-04-12 18:54:48,2024-02-04 04:03:23,0
P02496,Tablet,Home,Generic,1714.67,10,4,149,,white,2024-10-25 02:11:52,2024-09-04 14:07:01,0
P02497,Tablet,Electronics,dell,1362.32,10,1,269,1464,GREY,2024-11-22 12:36:09,2024-07-07 09:09:06,0
P02498,Bag,OFFICE,Apple,2134.26,20,2,36,958,Blue,2024-01-24 04:50:04,2024-12-19 15:32:52,0
P02499,Phone,gadgets,Dell,982.34,50,5,,,White,2024-03-02 12:54:02,2024-05-17 18:38:45,1
P02500,Bag,Electronics,sony,99.77,10,2,,,Red,2024-08-05 06:33:51,2024-01-29 15:39:27,0
P02501,mouse,Electronics,Apple,4875.43,10,4,,,White,2024-02-10 14:00:40,2024-09-09 01:18:11,0
P02502,Mouse,ACCESSORIES,Samsung,4744.27,30,5,95,,Red,2024-11-12 05:06:35,2024-09-22 14:56:13,0
P02503,C@mer@,,S@msung,2670.35,0,3,,2196,BLACK,2024-10-14 15:24:16,2024-04-11 23:22:57,1
P02504,mouse,GADGETS,HP,2550.31,20,5,,,BLUE,2024-07-02 09:53:57,2024-06-04 12:45:50,0
P02505,Monitor,Accessories,GENERIC,1873.42,0,4,22,,BLUE,2024-11-09 00:48:32,2024-09-02 05:50:13,0
P02506,Mouse,Home,samsung,4059.02,20,3,,3313,Red,2024-08-27 03:46:12,2024-02-05 19:11:31,1
P02507,Tablet,Office,Apple,428.51,20,2,,4777,White,2024-10-03 23:07:55,2024-01-10 04:21:08,0
P02508,Phone,Accessories,Samsung,1321.88,50,4,,,Black,2024-01-09 03:10:01,2024-03-13 01:58:55,0
P02509,Monitor,Office,samsung,2594.81,10,4,,,blue,2024-09-15 15:57:28,2024-07-24 03:51:25,1
P02510,keyboard,Office,Sony,3867.54,0,5,95,3443,White,2024-04-17 16:06:28,2024-12-30 12:23:11,1
P02511,Mouse,Electronics,HP,3996.34,0,3,,,White,2024-12-28 11:15:29,2024-07-08 07:45:22,0
P02512,Tablet,home,SONY,4381.03,20,2,52,2636,Black,2024-11-20 17:51:43,2024-06-07 09:13:29,0
P02513,bag,Office,SAMSUNG,3725.15,30,4,266,4114,Black,2024-03-16 18:59:17,2024-07-17 23:06:34,1
P02514,Keybo@rd,,,368.59,50,4,118,3002,Grey,2024-05-27 04:33:50,2024-01-23 00:47:17,1
P02515,C@mer@,Accessories,DELL,1373.63,50,,,,WHITE,2024-11-17 10:38:06,2024-01-30 12:22:26,0
P02516,Bag,Gadgets,DELL,2395.75,20,4,419,,White,2024-10-22 06:24:50,2024-04-17 20:07:26,0
P02517,MONITOR,,Apple,1088.99,30,,,4528,White,2024-10-24 05:31:19,2024-01-27 07:53:00,0
P02518,TABLET,Office,Dell,2008.64,0,2,,3030,White,2024-10-05 04:18:34,2024-07-18 11:03:54,1
P02519,Keyboard,,Apple,4749.01,20,,,,Bl@ck,2024-08-31 06:58:48,2024-04-28 17:29:34,0
P02520,Phone,electronics,Dell,500.16,0,4,,2780,Blue,2024-02-09 05:43:26,2024-09-21 06:18:00,0
P02521,phone,Gadgets,Generic,2446.21,0,3,433,,red,2024-08-03 19:46:48,2024-02-06 20:00:13,0
P02522,Bag,Home,Generic,793.33,20,,,2826,Grey,2024-11-15 07:25:03,2024-02-05 13:42:48,1
P02523,Tablet,Office,Generic,795.18,0,4,,3345,red,2024-10-04 20:09:40,2024-09-10 04:18:58,1
P02524,T@blet,Office,Dell,693.43,20,1,411,,,2024-01-09 06:46:12,2024-03-03 12:28:17,0
P02525,,Accessories,Apple,4966.13,0,3,,1522,black,2024-09-11 22:40:59,2024-03-17 10:45:00,0
P02526,Keyboard,Accessories,generic,3775.08,10,4,89,,Bl@ck,2024-05-24 06:23:04,2024-06-07 19:47:08,0
P02527,TABLET,Accessories,Dell,4565.85,0,4,,3492,blue,2024-11-02 14:28:24,2024-05-24 20:05:05,0
P02528,B@g,ELECTRONICS,hp,4567.02,20,1,,800,Grey,2024-09-01 12:42:45,2024-10-26 05:21:50,0
P02529,KEYBOARD,HOME,Sony,1169.29,0,4,126,3337,White,2024-09-05 15:41:50,2024-11-16 06:57:53,0
P02530,Bag,gadgets,HP,787.48,50,2,,764,Blue,2024-11-08 16:20:38,2024-01-01 10:31:31,0
P02531,TABLET,Electronics,Apple,2126.05,10,1,,2783,Bl@ck,2024-06-12 22:56:24,2024-08-07 02:27:01,1
P02532,phone,OFFICE,HP,351.25,50,,,2633,Black,2024-07-01 12:48:20,2024-05-21 10:20:43,0
P02533,Camera,Accessories,HP,405.54,20,4,333,601,,2024-08-15 09:30:16,2024-01-15 18:48:26,0
P02534,camera,Accessories,Dell,504.31,0,2,,3911,White,2024-08-12 16:07:09,2024-12-08 23:45:25,0
P02535,Monitor,office,Apple,2287.55,50,2,,,,2024-09-29 06:08:28,2024-03-02 17:51:57,0
P02536,CAMERA,HOME,Samsung,2543.28,20,,456,,,2024-08-18 16:44:08,2024-04-02 00:43:18,0
P02537,Phone,,apple,1389.28,0,3,0,2361,,2024-08-21 18:49:34,2024-06-24 06:20:21,0
P02538,Phone,GADGETS,S@msung,4094.48,0,,225,4594,Blue,2024-04-07 21:03:14,2024-01-28 01:47:20,0
P02539,Tablet,G@dgets,HP,3166,50,2,120,2989,Blue,2024-02-08 19:02:16,2024-09-28 12:37:11,0
P02540,,ELECTRONICS,Apple,488.5,0,2,240,3225,blue,2024-03-05 02:12:52,2024-09-23 17:21:07,1
P02541,TABLET,Accessories,Apple,3628.65,10,3,459,4546,,2024-04-18 02:34:33,2024-04-22 10:38:20,1
P02542,,Office,SAMSUNG,1686.53,20,,,,,2024-08-27 22:11:53,2024-01-15 04:04:05,0
P02543,,Gadgets,apple,1757.53,0,3,,500,GREY,2024-07-20 04:32:12,2024-12-18 07:13:58,0
P02544,,Electronics,Sony,1307.84,30,1,,2896,,2024-06-18 15:11:05,2024-11-22 21:58:55,0
P02545,Keyboard,Electronics,hp,118.03,20,5,317,,White,2024-07-25 10:30:36,2024-03-04 05:10:21,0
P02546,,Office,,1156.62,30,5,,1429,Grey,2024-07-12 18:30:56,2024-02-19 19:43:26,0
P02547,Tablet,ACCESSORIES,S@msung,2660.99,10,4,,1305,RED,2024-04-18 22:39:33,2024-11-13 13:31:01,1
P02548,Tablet,Home,Dell,4235.01,0,2,143,,White,2024-01-22 01:22:10,2024-06-06 08:19:12,1
P02549,,OFFICE,Dell,2156.01,20,4,,,WHITE,2024-08-25 03:52:43,2024-08-30 21:24:45,0
P02550,T@blet,Electronics,DELL,3037.94,0,,,2078,red,2024-04-23 15:09:47,2024-04-22 22:08:18,0
P02551,phone,Electronics,HP,554.48,30,2,,1035,Red,2024-03-26 19:53:06,2024-06-11 14:28:53,0
P02552,Camera,G@dgets,,1138.27,0,5,,4019,,2024-08-03 10:41:46,2024-07-25 21:09:16,1
P02553,B@g,office,Dell,3649.99,20,5,312,,White,2024-04-06 05:57:26,2024-10-07 20:55:12,1
P02554,Camera,GADGETS,,1867.31,10,5,78,1855,Blue,2024-08-08 19:41:15,2024-04-30 05:49:52,1
P02555,TABLET,Gadgets,samsung,1190.04,10,5,,3490,Grey,2024-05-09 20:35:42,2024-09-22 23:01:48,0
P02556,bag,Electronics,Sony,1612.52,0,5,,,black,2024-04-11 10:00:17,2024-02-11 23:49:37,0
P02557,BAG,accessories,apple,192.06,20,1,,,blue,2024-02-08 06:36:30,2024-09-08 19:10:09,1
P02558,Camera,gadgets,Dell,1374.69,0,,433,,White,2024-04-23 16:08:15,2024-03-04 07:57:52,0
P02559,MOUSE,gadgets,Dell,2797.78,50,4,,,White,2024-04-26 23:24:07,2024-04-09 13:15:02,0
P02560,laptop,Accessories,Sony,2507.67,0,4,246,1987,White,2024-06-22 21:21:25,2024-01-18 02:32:20,0
P02561,Monitor,G@dgets,GENERIC,1078.96,0,1,,4388,Black,2024-09-08 10:43:00,2024-07-08 22:41:53,1
P02562,phone,Accessories,hp,4909.35,20,2,211,,White,2024-05-30 23:04:19,2024-11-09 22:45:29,1
P02563,mouse,,,815.17,20,2,358,,White,2024-09-06 06:45:34,2024-08-27 02:27:42,1
P02564,CAMERA,Gadgets,apple,3284.03,10,5,,2765,White,2024-04-13 00:09:29,2024-04-10 22:15:22,0
P02565,Tablet,Home,,2408.44,0,4,158,,Grey,2024-01-06 16:03:08,2024-03-21 21:15:06,0
P02566,KEYBOARD,Home,SONY,3655.22,20,,397,,Blue,2024-11-05 17:36:58,2024-08-17 04:34:49,0
P02567,Keyboard,Home,Sony,189.29,20,3,6,,,2024-12-05 09:45:57,2024-10-07 07:52:43,0
P02568,Bag,gadgets,dell,4867.73,0,5,,,Black,2024-05-04 06:19:35,2024-03-02 18:04:53,1
P02569,Monitor,G@dgets,Sony,4769.26,0,3,54,,black,2024-10-01 03:20:11,2024-05-08 11:01:14,0
P02570,Keyboard,Home,Apple,658.64,10,1,18,,Black,2024-03-28 17:20:19,2024-02-04 00:48:14,0
P02571,Phone,office,Generic,1117.85,0,2,260,,,2024-09-05 04:27:09,2024-10-20 17:25:53,0
P02572,L@ptop,Electronics,GENERIC,3606,0,1,,4732,,2024-08-10 21:19:35,2024-02-25 08:00:15,0
P02573,Bag,Gadgets,Generic,2196.24,10,1,96,,blue,2024-04-19 01:06:44,2024-04-09 10:17:55,0
P02574,keyboard,Home,GENERIC,4611.55,20,2,236,3133,Grey,2024-09-29 20:38:01,2024-08-31 00:14:04,1
P02575,Mouse,Office,Generic,626.27,0,2,,2358,Blue,2024-07-26 21:36:07,2024-01-01 12:16:09,0
P02576,Bag,Office,generic,1500.26,30,3,146,,,2024-10-09 09:02:54,2024-04-10 12:17:34,1
P02577,laptop,Accessories,,67.64,50,3,465,3947,,2024-09-26 10:29:38,2024-04-20 00:54:36,0
P02578,,Office,Sony,4948.49,10,5,161,,Black,2024-12-11 14:24:48,2024-02-09 17:11:42,1
P02579,Keyboard,Accessories,,1953.33,30,,438,3624,Red,2024-10-04 17:47:50,2024-10-13 04:13:17,1
P02580,Laptop,,Apple,1971.07,10,5,,,Blue,2024-02-27 17:02:51,2024-05-02 00:51:17,1
P02581,MONITOR,gadgets,HP,1473.88,50,1,,,Red,2024-09-28 18:42:15,2024-10-24 06:27:30,1
P02582,,,Apple,722.03,50,2,353,,blue,2024-01-16 19:14:32,2024-12-01 22:12:39,1
P02583,tablet,,HP,1624.38,10,4,208,,White,2024-09-10 21:33:24,2024-11-08 22:48:38,0
P02584,,,dell,3494.18,0,2,7,,Grey,2024-06-25 23:58:38,2024-04-09 17:07:57,1
P02585,Phone,Electronics,,3662.64,50,,,,,2024-09-23 02:17:32,2024-09-16 19:45:16,1
P02586,Bag,Gadgets,Samsung,1002.25,20,1,,3960,Bl@ck,2024-11-12 17:17:17,2024-11-01 00:58:50,1
P02587,Phone,,,1257.35,50,3,47,,Blue,2024-12-01 02:07:17,2024-08-25 22:21:47,0
P02588,Mouse,Office,S@msung,1029.01,50,5,160,3457,Grey,2024-03-15 14:23:34,2024-11-18 13:41:46,0
P02589,Mouse,,Samsung,1181.83,0,4,,4061,Red,2024-03-25 08:35:24,2024-10-14 16:45:48,0
P02590,Laptop,Accessories,samsung,4150.76,10,2,,967,,2024-06-12 12:43:33,2024-05-29 08:02:33,0
P02591,Mouse,Office,hp,4131.93,10,1,,,Red,2024-12-21 17:33:01,2024-03-07 21:50:45,0
P02592,camera,Accessories,,788.1,30,5,,3170,Red,2024-01-09 01:24:00,2024-08-19 13:47:36,0
P02593,laptop,Electronics,generic,3099.93,30,1,,,Blue,2024-01-07 03:11:06,2024-05-07 07:27:19,1
P02594,bag,home,Apple,498.11,20,,,,red,2024-08-31 09:46:41,2024-04-30 15:04:20,0
P02595,MOUSE,Gadgets,Dell,85.6,0,2,316,2470,Grey,2024-04-25 20:51:00,2024-08-24 10:14:52,1
P02596,,Accessories,samsung,3792.15,30,,47,3065,red,2024-07-03 04:08:23,2024-06-18 06:40:38,0
P02597,C@mer@,Gadgets,Dell,3467.46,0,3,,3267,White,2024-04-26 01:13:39,2024-03-14 02:32:51,0
P02598,Mouse,Electronics,SAMSUNG,4369.99,50,3,431,2446,,2024-05-07 07:19:12,2024-03-07 22:18:51,1
P02599,Mouse,Accessories,HP,478.27,10,5,,3561,Red,2024-02-05 01:36:44,2024-01-15 12:37:28,0
P02600,tablet,Accessories,sony,1238.25,0,5,,1747,white,2024-11-28 07:43:47,2024-07-14 20:42:43,0
P02601,BAG,office,Sony,918.08,0,5,159,,BLACK,2024-07-03 09:35:32,2024-11-03 07:40:49,0
P02602,,Electronics,Sony,1249.71,0,5,,,Red,2024-11-14 18:50:33,2024-04-27 16:03:01,0
P02603,Mouse,accessories,Sony,464.52,10,5,4,1037,,2024-10-25 17:27:34,2024-02-29 17:59:28,1
P02604,Mouse,OFFICE,samsung,1982.01,0,2,,,Red,2024-11-03 02:51:23,2024-02-25 08:02:08,1
P02605,Bag,Electronics,SAMSUNG,1112.75,50,2,,3928,,2024-07-07 23:46:39,2024-12-10 02:29:31,1
P02606,Monitor,Office,HP,4177.67,50,5,120,3920,Red,2024-11-01 07:29:23,2024-01-22 20:05:59,1
P02607,B@g,,Dell,475.03,20,1,,632,RED,2024-05-11 05:22:09,2024-02-15 18:22:44,1
P02608,Bag,Gadgets,Samsung,4975.46,50,5,118,,Grey,2024-12-07 19:02:55,2024-07-12 21:51:46,1
P02609,Bag,accessories,Generic,2244.67,0,2,376,,Blue,2024-09-10 21:03:38,2024-09-07 03:32:33,0
P02610,Laptop,HOME,samsung,792.54,10,4,,4971,RED,2024-03-16 01:09:44,2024-01-15 13:24:51,1
P02611,keyboard,Electronics,Dell,2181.31,0,3,313,,Red,2024-04-24 02:15:33,2024-05-17 04:45:52,0
P02612,keyboard,office,,1496.68,50,4,368,,White,2024-12-09 17:46:05,2024-10-30 03:03:54,1
P02613,Keybo@rd,,HP,4791.9,20,2,171,349,,2024-07-21 14:43:30,2024-06-21 07:17:37,0
P02614,PHONE,Office,Dell,3137.55,30,2,312,,Red,2024-04-05 01:43:26,2024-03-14 03:57:28,0
P02615,,Office,Samsung,2814.18,50,,479,502,WHITE,2024-01-24 13:24:50,2024-07-11 16:02:23,0
P02616,Keyboard,Accessories,GENERIC,2781.29,10,4,,1186,BLACK,2024-02-27 16:07:56,2024-03-29 05:52:20,1
P02617,Laptop,Gadgets,Samsung,1818.68,0,4,,,,2024-11-22 04:07:56,2024-08-21 12:02:59,0
P02618,Phone,Accessories,,2544.99,0,4,279,,White,2024-10-10 13:11:07,2024-05-07 22:22:42,0
P02619,Bag,,Samsung,3812.6,0,,131,2213,black,2024-10-09 15:29:59,2024-01-12 22:13:56,0
P02620,B@g,,Apple,4024.36,30,4,298,,Grey,2024-12-09 20:47:50,2024-09-01 15:28:10,0
P02621,Laptop,Home,,2530.1,10,3,,959,Red,2024-08-02 15:19:56,2024-10-15 22:24:01,1
P02622,Monitor,G@dgets,,1783.69,20,5,,,RED,2024-07-28 14:37:55,2024-07-07 00:59:01,0
P02623,Monitor,Office,DELL,2396.31,50,3,3,4385,Red,2024-06-12 22:19:49,2024-08-27 21:05:56,1
P02624,Phone,Home,HP,3278.67,0,3,332,,BLACK,2024-06-26 18:56:42,2024-08-08 06:51:31,1
P02625,Phone,electronics,HP,4534.76,0,3,,,red,2024-04-19 14:26:13,2024-09-07 22:12:57,1
P02626,Bag,Electronics,dell,3418.87,0,5,369,,White,2024-08-17 16:44:09,2024-10-02 00:23:51,0
P02627,Phone,,APPLE,2942.58,30,2,34,,Black,2024-08-16 05:20:29,2024-08-12 17:43:09,0
P02628,Tablet,Office,,1749.05,0,5,,3559,Blue,2024-08-16 07:12:29,2024-04-22 07:01:17,0
P02629,Tablet,ELECTRONICS,,2330.35,30,3,84,,red,2024-07-19 10:45:18,2024-06-17 23:39:06,1
P02630,Keyboard,Home,hp,160.06,0,2,63,3259,Red,2024-07-25 16:09:39,2024-08-31 09:32:00,0
P02631,Bag,,HP,996.24,20,1,242,3184,,2024-10-22 19:05:37,2024-11-28 02:42:27,1
P02632,Bag,,Dell,1096.4,50,2,,4066,Blue,2024-12-29 13:42:02,2024-04-07 14:37:55,0
P02633,MONITOR,Accessories,samsung,3936.84,0,4,365,,Blue,2024-10-07 07:20:49,2024-12-31 12:10:58,0
P02634,PHONE,Home,GENERIC,4649.01,20,5,,,White,2024-11-06 19:14:41,2024-12-17 11:57:12,1
P02635,Monitor,OFFICE,HP,2210.55,30,,152,,White,2024-09-05 03:24:23,2024-04-14 15:58:32,0
P02636,MOUSE,Home,DELL,1835.6,10,5,270,,Red,2024-02-04 08:16:32,2024-04-04 09:47:31,1
P02637,Bag,,apple,2767.65,30,3,,,,2024-10-11 10:40:03,2024-10-17 10:37:37,0
P02638,,office,Dell,2991.5,0,4,334,945,,2024-12-01 13:08:17,2024-04-26 16:16:02,1
P02639,,Accessories,GENERIC,3827.3,10,4,35,,Red,2024-08-05 19:17:43,2024-03-06 19:01:52,0
P02640,laptop,Electronics,samsung,2767.69,0,1,,575,Grey,2024-08-02 01:57:27,2024-06-02 14:37:52,0
P02641,CAMERA,G@dgets,,341.27,10,,313,,White,2024-11-28 06:38:52,2024-02-04 11:47:12,0
P02642,phone,ELECTRONICS,HP,1733.81,20,3,173,3078,Red,2024-03-16 17:05:10,2024-11-27 20:31:59,0
P02643,Laptop,Home,Dell,758.67,0,5,443,3678,red,2024-03-26 01:51:07,2024-04-06 02:02:07,0
P02644,camera,Office,Samsung,2359.01,10,1,,1979,black,2024-07-22 11:48:23,2024-05-30 13:49:37,0
P02645,Laptop,Gadgets,SAMSUNG,4893.61,50,3,25,2820,Blue,2024-05-05 18:43:32,2024-09-24 22:17:56,0
P02646,Laptop,Accessories,APPLE,2608.6,0,5,267,,,2024-11-18 16:11:42,2024-09-16 22:12:17,1
P02647,Phone,G@dgets,,2291.82,50,2,294,,Blue,2024-09-01 13:12:22,2024-10-12 19:52:33,0
P02648,Tablet,Accessories,Samsung,3830.23,20,,,,GREY,2024-11-18 14:44:38,2024-11-01 11:30:33,0
P02649,,Office,Generic,4535.43,50,2,222,,Blue,2024-08-10 05:12:33,2024-10-09 23:15:21,0
P02650,,Office,Dell,4632.55,10,2,167,3665,BLACK,2024-06-24 05:35:10,2024-04-20 04:46:04,0
P02651,laptop,Home,Sony,3963.1,50,4,,,BLACK,2024-08-06 01:32:05,2024-09-23 01:59:31,0
P02652,L@ptop,office,Dell,3694.06,0,3,,,,2024-06-04 05:39:41,2024-08-29 20:07:22,0
P02653,bag,ACCESSORIES,Apple,1068.25,0,5,,2967,Black,2024-03-15 01:04:28,2024-05-04 02:38:12,0
P02654,Keyboard,Accessories,,2480.31,30,4,265,4716,Grey,2024-05-23 06:36:59,2024-10-31 13:45:20,1
P02655,MONITOR,Accessories,Sony,2497.88,50,1,412,2326,white,2024-07-20 01:56:07,2024-07-31 05:18:25,0
P02656,Camera,Accessories,sony,1515.97,30,1,,,Bl@ck,2024-08-11 11:17:46,2024-09-03 23:07:00,1
P02657,,Electronics,Apple,4038.48,0,1,,1918,BLACK,2024-04-29 03:06:35,2024-03-30 07:41:02,0
P02658,,office,Generic,3047.81,0,4,194,,GREY,2024-08-31 19:17:36,2024-07-07 05:55:28,0
P02659,Keybo@rd,,SONY,937.96,0,2,74,4832,Grey,2024-09-14 12:48:10,2024-10-27 05:40:03,0
P02660,LAPTOP,Gadgets,Dell,4173.15,30,1,2,990,black,2024-12-17 03:27:16,2024-05-27 10:31:53,0
P02661,Bag,,Dell,510.61,0,1,,,Black,2024-04-22 06:14:54,2024-02-16 17:05:56,0
P02662,Tablet,Home,HP,1834.96,30,1,,,BLACK,2024-02-20 12:38:26,2024-07-18 04:44:17,0
P02663,L@ptop,Office,,4724.23,10,2,401,892,Red,2024-11-05 20:03:53,2024-11-16 22:24:15,1
P02664,PHONE,Accessories,DELL,790.91,20,4,427,242,Black,2024-11-26 13:51:53,2024-12-21 12:09:50,1
P02665,mouse,gadgets,,1770.33,0,3,347,4778,grey,2024-12-05 22:57:52,2024-11-06 18:10:56,0
P02666,B@g,Office,HP,2010.35,0,1,,2100,Grey,2024-02-16 14:10:25,2024-08-28 06:02:18,0
P02667,Camera,Office,Sony,4485.32,10,2,39,2213,White,2024-06-24 22:30:34,2024-09-10 15:54:27,0
P02668,Phone,,Sony,1569.73,20,1,109,,,2024-04-19 00:30:46,2024-10-19 09:00:12,0
P02669,,Accessories,,1980.8,10,3,7,1196,Black,2024-03-08 20:18:01,2024-03-19 19:56:15,1
P02670,mouse,Electronics,,920.02,50,3,443,,Red,2024-12-14 07:13:40,2024-02-21 19:40:52,1
P02671,Phone,Electronics,hp,3132.59,20,,432,,Grey,2024-01-05 17:37:57,2024-12-26 11:50:17,1
P02672,bag,G@dgets,,3022.85,0,,,,grey,2024-07-02 02:59:13,2024-08-04 18:03:03,0
P02673,Monitor,Gadgets,sony,3633.85,0,3,,,Red,2024-09-19 15:44:01,2024-10-17 05:34:10,0
P02674,MOUSE,GADGETS,,2140.49,0,2,,,Blue,2024-03-30 05:11:51,2024-07-28 19:59:48,0
P02675,Bag,Office,Generic,2567.02,50,,,4496,white,2024-05-21 04:59:10,2024-04-05 11:06:34,0
P02676,Mouse,Electronics,,935.72,0,2,398,3051,black,2024-10-02 14:15:39,2024-06-02 15:43:00,1
P02677,,HOME,,463.05,10,2,,,BLUE,2024-01-18 03:43:34,2024-10-11 16:49:14,0
P02678,Bag,Gadgets,Apple,784.43,0,2,156,,,2024-06-18 05:14:19,2024-11-26 18:33:39,0
P02679,Monitor,Office,sony,2905.17,0,3,339,,,2024-07-29 23:04:06,2024-12-07 23:40:48,0
P02680,LAPTOP,GADGETS,HP,875.16,20,4,,,,2024-05-01 00:21:19,2024-09-28 22:26:35,0
P02681,Bag,Office,SONY,45.02,20,,,,blue,2024-05-27 08:41:06,2024-02-29 01:59:31,0
P02682,PHONE,Office,HP,738.25,0,,,1763,Black,2024-07-10 16:30:17,2024-02-14 15:53:02,1
P02683,keyboard,,Dell,4114.49,0,5,,341,Blue,2024-04-13 12:08:22,2024-08-22 02:29:07,0
P02684,B@g,OFFICE,generic,2015.86,50,4,220,1876,Blue,2024-07-17 15:05:14,2024-10-17 22:31:08,1
P02685,MONITOR,Accessories,,4712.32,0,1,140,1247,WHITE,2024-08-25 05:08:52,2024-09-30 19:35:11,0
P02686,Bag,Gadgets,hp,3212.14,30,5,,,White,2024-08-18 19:25:35,2024-03-02 01:24:54,0
P02687,Bag,Accessories,,1800.03,0,3,497,,Red,2024-04-26 16:48:54,2024-01-08 20:57:59,0
P02688,Laptop,Accessories,Generic,163.91,30,1,172,,White,2024-06-04 02:14:36,2024-01-17 20:25:09,0
P02689,Mouse,Electronics,SAMSUNG,2743.08,0,2,80,,White,2024-10-17 02:37:41,2024-11-18 05:24:30,0
P02690,Tablet,,Apple,4845.23,50,,,,White,2024-06-17 06:28:41,2024-10-29 11:39:03,1
P02691,Phone,Office,S@msung,3394.75,10,1,329,3169,red,2024-09-30 17:39:00,2024-11-23 09:29:18,0
P02692,B@g,Office,Samsung,2687.22,0,2,318,,Black,2024-09-18 13:55:24,2024-10-27 09:23:48,0
