order_id,customer_id,order_status,shipping_method,payment_terms,shipping_fee,created_at,updated_at,is_deleted
O05496,C02456,Completed,Pickup,Postpaid,122.36,2024-03-10 09:29:28,2024-01-18 14:01:24,1
O05497,C04153,Failed,Standard,Prepaid,112.42,2024-05-11 15:14:38,2024-04-05 07:11:51,1
O05498,C00202,PENDING,,Prepaid,65.83,2024-02-10 12:59:31,2024-04-25 16:52:13,0
O05499,C03343,Completed,Pickup,Prepaid,123.05,2024-05-19 18:18:17,2024-09-06 21:16:39,0
O05500,C04604,Failed,,,170.39,2024-01-02 10:22:45,2024-02-20 08:12:20,0
O05501,C01312,,STANDARD,Prepaid,187.27,2024-08-26 21:25:42,2024-09-06 16:54:56,0
O05502,C04524,refunded,Pickup,Prepaid,47.38,2024-02-25 14:28:20,2024-12-01 14:49:37,0
O05503,C01075,Pending,Pickup,Prepaid,177.1,2024-02-23 02:36:30,2024-04-03 18:51:02,0
O05504,C02877,processing,Pickup,Postpaid,104.21,2024-06-29 05:50:52,2024-07-15 17:43:53,0
O05505,C00848,,Express,Prepaid,88.29,2024-01-19 14:21:43,2024-08-07 22:33:47,0
O05506,C02184,F@iled,,,105.86,2024-07-17 10:02:54,2024-08-16 18:22:13,1
O05507,C03851,,Express,,117.5,2024-05-15 04:39:22,2024-01-11 06:20:35,1
O05508,C02516,refunded,Express,Postpaid,160.95,2024-11-04 06:28:41,2024-02-18 16:32:30,0
O05509,C04010,FAILED,Express,Prepaid,33.21,2024-05-27 12:39:01,2024-05-29 13:38:51,0
O05510,C01080,PENDING,,Postpaid,186.57,2024-03-05 22:34:22,2024-09-08 03:25:56,0
O05511,C04664,Completed,Pickup,Postpaid,195.95,2024-10-15 06:44:40,2024-09-11 00:28:38,0
O05512,C02946,Completed,EXPRESS,,63.24,2024-02-20 08:19:10,2024-12-11 10:20:39,1
O05513,C03707,Refunded,,Postpaid,80.61,2024-02-22 04:45:39,2024-06-25 12:49:24,0
O05514,C01695,PROCESSING,Pickup,,35.79,2024-06-03 12:13:46,2024-12-06 07:47:08,0
O05515,C03987,,Express,,173.05,2024-06-01 07:44:36,2024-02-29 00:23:58,0
O05516,C00684,Processing,Express,,97.88,2024-05-18 02:17:56,2024-08-15 05:56:20,0
O05517,C00113,Pending,,Postpaid,167.94,2024-11-30 03:02:52,2024-11-28 00:26:16,0
O05518,C01301,Pending,St@nd@rd,Postpaid,122.27,2024-08-26 22:45:39,2024-11-19 20:03:25,1
O05519,C03387,Completed,St@nd@rd,,7.62,2024-08-15 16:39:48,2024-06-03 02:02:31,0
O05520,C03479,Processing,,,56.63,2024-02-25 23:49:48,2024-06-14 06:17:02,0
O05521,C02793,Processing,Standard,Postpaid,0.24,2024-04-20 11:10:08,2024-11-05 13:40:40,0
O05522,C00356,REFUNDED,St@nd@rd,Prepaid,127.94,2024-01-14 13:34:46,2024-02-15 02:41:43,1
O05523,C01281,,Pickup,Prepaid,82.34,2024-03-05 17:35:05,2024-03-16 12:21:01,0
O05524,C03141,Completed,Express,Postpaid,40.03,2024-04-17 18:44:04,2024-02-21 01:22:58,0
O05525,C04294,Refunded,,Prepaid,125.66,2024-06-17 09:38:59,2024-04-06 23:58:49,1
O05526,C00636,Processing,,Prepaid,116,2024-09-17 15:51:16,2024-01-14 03:40:11,0
O05527,C03542,Pending,,Prepaid,117.69,2024-01-16 05:46:24,2024-02-12 11:30:21,0
O05528,C04775,Failed,Standard,Prepaid,28.77,2024-09-16 00:02:13,2024-01-07 19:08:06,0
O05529,C03691,Processing,Express,Prepaid,71.09,2024-06-12 23:34:25,2024-09-07 14:28:43,0
O05530,C01937,PROCESSING,Express,Postpaid,6.25,2024-05-27 19:07:11,2024-07-15 02:15:55,0
O05531,C00236,refunded,Pickup,,143.4,2024-05-30 04:51:04,2024-07-09 20:46:27,0
O05532,C02354,Pending,STANDARD,Postpaid,81.17,2024-04-03 11:25:11,2024-10-18 08:45:18,0
O05533,C03993,PROCESSING,Express,Prepaid,184.64,2024-02-07 20:01:42,2024-04-29 20:44:32,1
O05534,C02690,Processing,,Prepaid,45.93,2024-08-24 00:07:35,2024-08-27 08:51:10,1
O05535,C02301,,Pickup,Postpaid,105.98,2024-04-19 00:57:19,2024-02-04 07:33:01,0
O05536,C00682,Pending,Standard,,109.45,2024-10-05 19:43:27,2024-05-28 12:01:47,0
O05537,C04031,Completed,PICKUP,Postpaid,89.32,2024-04-24 12:40:44,2024-01-06 07:38:10,0
O05538,C03524,Refunded,,Prepaid,75.42,2024-01-15 20:22:59,2024-07-19 15:29:58,0
O05539,C01421,Pending,Pickup,,28.54,2024-05-13 23:56:30,2024-01-16 04:07:30,0
O05540,C02125,Refunded,PICKUP,Postpaid,39.82,2024-01-30 18:53:10,2024-01-21 21:55:11,0
O05541,C02765,Completed,Pickup,,39.87,2024-05-19 15:34:23,2024-06-03 07:53:36,0
O05542,C03673,Refunded,Pickup,,119.78,2024-01-13 15:27:36,2024-04-10 11:58:23,0
O05543,C03029,Pending,Express,Postpaid,97.46,2024-11-08 05:27:25,2024-05-21 19:54:14,0
O05544,C04161,Refunded,,,198.38,2024-05-17 21:40:06,2024-08-11 18:08:33,0
O05545,C01384,F@iled,Express,Postpaid,153.66,2024-06-01 01:44:08,2024-03-15 11:10:23,0
O05546,C01771,Pending,,Prepaid,52.81,2024-09-06 19:14:33,2024-09-08 06:52:15,0
O05547,C01526,Pending,,,193.36,2024-08-04 15:50:58,2024-08-09 12:48:56,0
O05548,C01889,,EXPRESS,Prepaid,84.42,2024-04-10 12:52:34,2024-07-16 08:18:12,0
O05549,C01396,,Standard,Prepaid,194,2024-03-23 16:04:09,2024-01-23 00:28:08,0
O05550,C03473,Pending,,Prepaid,183.98,2024-11-02 13:06:47,2024-03-07 09:24:41,0
O05551,C02503,Failed,,,182.08,2024-09-17 12:22:54,2024-01-07 06:45:45,0
O05552,C02141,failed,,Postpaid,135.71,2024-10-03 22:03:22,2024-12-14 20:58:20,0
O05553,C00814,Completed,Express,Postpaid,65.16,2024-02-25 18:14:04,2024-12-05 16:08:12,0
O05554,C00117,Processing,Pickup,,118.65,2024-03-03 12:10:13,2024-03-11 22:47:42,0
O05555,C04330,,Standard,Prepaid,35.53,2024-05-30 18:57:11,2024-09-04 17:19:53,1
O05556,C02997,Refunded,PICKUP,,86.57,2024-01-03 22:36:13,2024-03-26 18:35:55,0
O05557,C04424,Processing,Pickup,Postpaid,156.23,2024-10-16 18:26:37,2024-11-15 05:13:56,0
O05558,C01093,Refunded,pickup,,155.2,2024-09-06 17:19:49,2024-01-11 10:46:53,0
O05559,C00930,Completed,Express,Prepaid,114.46,2024-02-03 19:18:02,2024-02-10 09:39:56,0
O05560,C03369,Failed,,Postpaid,175.2,2024-06-25 19:38:52,2024-04-27 07:36:31,0
O05561,C01824,,St@nd@rd,,44.78,2024-07-09 19:09:28,2024-04-11 10:54:12,0
O05562,C04057,Processing,express,,102.92,2024-04-17 21:34:00,2024-03-23 16:57:34,0
O05563,C01881,,,,71.85,2024-09-04 19:09:15,2024-05-27 18:54:39,0
O05564,C00358,Completed,standard,Prepaid,74.51,2024-11-28 03:35:24,2024-04-13 05:15:52,0
O05565,C01289,,Pickup,Postpaid,28.34,2024-08-29 22:20:11,2024-04-16 22:57:31,0
O05566,C04840,,Express,,53.53,2024-05-28 11:30:50,2024-10-26 07:45:34,1
O05567,C01269,Pending,STANDARD,Postpaid,24.12,2024-03-01 11:22:39,2024-10-22 04:45:32,0
O05568,C01943,Pending,,Prepaid,121.09,2024-09-18 07:31:17,2024-02-02 10:35:26,0
O05569,C01533,,Standard,Prepaid,140.19,2024-06-05 13:37:30,2024-06-25 01:53:00,0
O05570,C01631,Processing,,Prepaid,71.85,2024-06-27 01:59:15,2024-04-22 08:11:43,0
O05571,C00343,Failed,EXPRESS,Prepaid,10.03,2024-10-01 16:22:00,2024-01-27 04:55:43,0
O05572,C00978,Processing,Express,Prepaid,23.94,2024-01-09 14:16:17,2024-06-05 12:44:59,0
O05573,C03140,Refunded,Express,,147.32,2024-07-09 08:33:55,2024-02-02 00:51:36,1
O05574,C00729,Refunded,,Prepaid,104.94,2024-07-15 21:03:37,2024-05-01 11:57:19,0
O05575,C04299,Processing,,Prepaid,176.66,2024-02-17 05:16:44,2024-02-29 22:39:25,0
O05576,C02435,Processing,Standard,,69.3,2024-10-14 20:29:29,2024-11-26 22:28:54,0
O05577,C04267,Failed,,,27.75,2024-06-16 15:55:19,2024-09-05 06:05:20,0
O05578,C04226,Pending,STANDARD,Postpaid,165.9,2024-09-08 18:06:57,2024-02-07 10:56:37,0
O05579,C02129,Failed,Express,Prepaid,90.57,2024-07-17 22:02:51,2024-03-06 14:17:05,0
O05580,C00289,Pending,Express,Prepaid,176.16,2024-09-28 22:20:33,2024-06-01 13:48:45,0
O05581,C04528,COMPLETED,PICKUP,,181.72,2024-12-26 02:02:15,2024-08-09 11:40:13,1
O05582,C01019,Completed,Express,,74.52,2024-10-08 06:45:47,2024-12-31 04:43:05,1
O05583,C03884,F@iled,Express,Prepaid,48.61,2024-07-20 09:14:29,2024-09-05 15:28:53,1
O05584,C00685,Processing,,Postpaid,3.63,2024-10-26 19:02:45,2024-05-05 13:52:20,0
O05585,C01984,Refunded,Pickup,,117.46,2024-08-03 16:21:42,2024-01-21 19:18:17,0
O05586,C03365,,standard,Prepaid,78.77,2024-03-06 08:57:11,2024-02-24 19:34:08,0
O05587,C03634,F@iled,,,137.9,2024-07-21 08:56:39,2024-06-04 02:26:27,0
O05588,C04387,COMPLETED,,,164.42,2024-08-23 16:51:47,2024-04-19 11:52:33,0
O05589,C03996,,STANDARD,Postpaid,65.04,2024-04-03 03:39:47,2024-04-14 07:10:12,0
O05590,C02918,Failed,Pickup,,127.93,2024-05-05 05:10:06,2024-12-21 08:24:19,0
O05591,C01444,refunded,STANDARD,Prepaid,40.87,2024-02-29 22:48:45,2024-04-22 03:17:23,0
O05592,C04914,,Express,Postpaid,137.4,2024-09-06 18:47:45,2024-08-25 15:34:32,0
O05593,C03721,REFUNDED,Express,Postpaid,143.17,2024-03-11 11:37:22,2024-05-02 12:21:35,0
O05594,C00459,,express,Prepaid,76.24,2024-07-08 05:30:41,2024-04-21 13:12:28,0
O05595,C02937,Failed,,Prepaid,123.54,2024-06-12 17:12:11,2024-05-03 22:11:39,0
O05596,C01522,Refunded,Standard,Postpaid,106.48,2024-12-06 00:10:05,2024-12-17 02:37:58,0
O05597,C00160,Completed,PICKUP,,76.26,2024-07-18 12:48:24,2024-07-17 11:14:52,0
O05598,C03827,processing,Pickup,Postpaid,116.77,2024-05-09 02:06:07,2024-02-15 01:10:13,0
O05599,C02890,Processing,,Postpaid,20.22,2024-01-10 01:16:48,2024-04-08 05:08:24,0
O05600,C03119,pending,Express,Prepaid,167.71,2024-03-17 02:30:07,2024-12-12 11:22:38,0
O05601,C00845,Processing,pickup,Prepaid,33.1,2024-09-12 23:41:15,2024-12-10 09:06:59,0
O05602,C01713,Failed,,Prepaid,84.91,2024-02-04 19:50:58,2024-06-19 02:03:26,0
O05603,C01784,REFUNDED,standard,,0.04,2024-02-23 13:51:53,2024-02-21 17:45:25,0
O05604,C03896,Completed,Pickup,,80.21,2024-12-23 00:15:44,2024-06-04 03:59:52,0
O05605,C00322,Processing,Express,Postpaid,46.69,2024-12-19 15:50:55,2024-09-25 06:51:32,0
O05606,C02562,Processing,Standard,,96.4,2024-03-24 16:25:39,2024-01-18 23:27:24,1
O05607,C03263,PROCESSING,Pickup,Prepaid,47.44,2024-02-08 01:12:44,2024-06-21 09:00:47,0
O05608,C03032,Processing,,Prepaid,96.69,2024-04-13 20:38:39,2024-08-29 02:20:46,0
O05609,C00081,pending,Standard,Postpaid,136.99,2024-03-03 08:01:13,2024-04-28 11:06:45,0
O05610,C01113,Completed,Express,,53.19,2024-07-02 22:01:33,2024-06-30 01:56:40,1
O05611,C03248,pending,,Prepaid,164.72,2024-04-01 09:29:48,2024-10-05 03:56:17,0
O05612,C00949,processing,standard,,151.41,2024-01-13 00:45:50,2024-12-05 22:54:36,0
O05613,C00827,Failed,,Postpaid,137.6,2024-04-08 13:23:26,2024-10-12 09:23:34,0
O05614,C02273,completed,Pickup,Postpaid,25.23,2024-05-12 08:43:32,2024-02-15 16:26:44,0
O05615,C03650,Failed,,,144.39,2024-11-03 08:29:31,2024-03-08 06:09:48,0
O05616,C00445,Processing,St@nd@rd,Postpaid,68.19,2024-01-09 19:59:59,2024-10-05 22:59:06,0
O05617,C03132,COMPLETED,EXPRESS,Postpaid,26.84,2024-01-29 03:15:44,2024-05-17 13:00:28,0
O05618,C02630,,,,21.47,2024-12-05 00:19:06,2024-04-01 04:39:17,0
O05619,C02500,PROCESSING,STANDARD,Prepaid,170.26,2024-03-18 10:18:34,2024-04-28 08:15:52,1
O05620,C01728,Processing,EXPRESS,,44.61,2024-04-29 02:49:43,2024-03-17 08:56:20,0
O05621,C04673,Processing,St@nd@rd,Prepaid,116.53,2024-06-29 10:01:13,2024-07-19 13:08:06,0
O05622,C00534,,Pickup,,36.27,2024-04-15 21:24:20,2024-03-02 01:49:11,0
O05623,C04077,,,Prepaid,87.3,2024-12-27 03:07:28,2024-02-08 03:19:36,0
O05624,C01653,PENDING,Express,Prepaid,29.73,2024-10-03 16:40:13,2024-11-03 10:10:32,0
O05625,C03261,Failed,Express,,174.2,2024-10-21 16:55:30,2024-05-10 17:05:58,0
O05626,C01678,Failed,,Postpaid,167.53,2024-06-27 08:43:26,2024-12-03 07:39:35,0
O05627,C04203,completed,,,58.59,2024-11-13 10:31:28,2024-07-13 01:05:17,0
O05628,C00913,completed,Pickup,,99.58,2024-05-27 04:05:32,2024-06-05 11:41:30,1
O05629,C03239,Completed,,Postpaid,185.18,2024-01-17 18:07:55,2024-05-09 13:32:43,0
O05630,C03110,Processing,PICKUP,Postpaid,94.6,2024-07-18 20:37:06,2024-11-21 16:26:18,1
O05631,C00095,Completed,,Prepaid,15.58,2024-08-26 16:25:37,2024-03-07 05:52:00,0
O05632,C01719,Pending,,Prepaid,48.4,2024-11-22 04:11:24,2024-04-15 05:33:33,1
O05633,C03613,Processing,Pickup,Prepaid,24.62,2024-09-14 20:56:19,2024-05-25 23:19:33,1
O05634,C03530,,Pickup,,108.99,2024-11-30 12:14:29,2024-12-05 07:41:46,0
O05635,C04237,Processing,STANDARD,,8.34,2024-07-20 02:59:56,2024-12-24 06:06:58,1
O05636,C03418,Refunded,,,33.76,2024-09-26 12:02:42,2024-03-04 14:08:28,0
O05637,C04360,,,,1.72,2024-12-06 05:16:22,2024-07-27 20:51:15,1
O05638,C01453,Pending,Pickup,,38.4,2024-04-11 10:06:22,2024-03-12 18:00:02,0
O05639,C00950,Refunded,Express,Postpaid,27.97,2024-03-11 21:38:23,2024-10-28 11:41:39,0
O05640,C01636,Pending,,,145.87,2024-09-18 21:32:07,2024-10-06 08:26:51,0
O05641,C01338,Completed,,Prepaid,40.21,2024-01-21 15:13:53,2024-04-28 14:59:19,0
O05642,C04961,processing,,Postpaid,184.29,2024-03-22 23:00:18,2024-11-05 02:17:36,1
O05643,C00343,COMPLETED,Pickup,,90.17,2024-03-12 21:55:35,2024-12-17 17:48:01,0
O05644,C04049,Pending,Standard,Postpaid,137.82,2024-01-03 04:19:12,2024-11-27 01:21:09,1
O05645,C00686,Completed,Pickup,,1.29,2024-08-09 18:41:45,2024-12-10 06:05:17,0
O05646,C00558,Processing,,Postpaid,193.12,2024-11-15 11:05:17,2024-05-24 01:13:41,0
O05647,C04962,Completed,St@nd@rd,Postpaid,183.5,2024-06-28 14:17:47,2024-08-23 14:21:30,1
O05648,C00014,Pending,pickup,,69.54,2024-08-09 04:38:52,2024-09-10 15:59:25,1
O05649,C04361,Refunded,,,184.78,2024-08-12 01:33:20,2024-05-19 17:11:50,0
O05650,C04291,Pending,Express,,7.45,2024-02-23 22:58:16,2024-10-01 08:59:47,0
O05651,C01438,pending,Express,Prepaid,174.55,2024-05-21 01:26:07,2024-10-12 14:31:00,0
O05652,C01724,failed,St@nd@rd,Prepaid,155.13,2024-04-20 04:52:21,2024-04-14 17:27:59,0
O05653,C03634,Pending,EXPRESS,Prepaid,124.04,2024-01-12 00:22:19,2024-06-16 14:05:12,0
O05654,C02126,F@iled,STANDARD,,73.99,2024-02-05 12:09:01,2024-01-18 07:31:48,0
O05655,C03380,FAILED,express,Postpaid,4.64,2024-07-03 18:30:48,2024-04-27 10:21:02,1
O05656,C01247,Pending,standard,Postpaid,131.77,2024-02-12 06:33:52,2024-10-20 19:20:28,0
O05657,C00357,,Pickup,Postpaid,65.98,2024-08-23 10:48:30,2024-02-08 15:36:11,1
O05658,C03449,,Express,Postpaid,104.76,2024-03-19 15:35:51,2024-10-24 12:14:59,0
O05659,C04926,,Express,Postpaid,95.7,2024-08-15 05:45:21,2024-04-08 11:08:24,0
O05660,C01358,F@iled,,,22.5,2024-06-12 21:23:30,2024-02-08 12:05:55,0
O05661,C02763,refunded,Pickup,,196.96,2024-02-08 08:42:26,2024-05-13 13:29:54,0
O05662,C03114,Pending,,Postpaid,23.18,2024-01-07 20:15:04,2024-01-15 12:00:32,0
O05663,C03715,F@iled,Pickup,Postpaid,96.44,2024-12-27 02:19:16,2024-07-11 16:22:10,0
O05664,C02281,PENDING,standard,,132.55,2024-08-20 17:00:12,2024-12-02 02:12:08,0
O05665,C00440,Refunded,Pickup,Postpaid,60.53,2024-07-21 11:14:49,2024-09-28 18:17:18,0
O05666,C04322,pending,Express,Prepaid,10.04,2024-02-05 01:14:15,2024-03-04 02:44:13,0
O05667,C04960,Refunded,express,Postpaid,138.76,2024-01-12 13:25:28,2024-07-19 18:30:24,0
O05668,C03225,,Pickup,,43.03,2024-11-10 00:34:50,2024-09-06 21:20:33,1
O05669,C00065,pending,standard,Postpaid,19.59,2024-10-16 11:22:36,2024-12-21 13:22:23,1
O05670,C00192,Completed,Pickup,Postpaid,35.84,2024-02-11 05:55:23,2024-11-08 12:33:00,0
O05671,C01988,Completed,standard,Prepaid,182.39,2024-06-08 16:10:39,2024-11-10 17:17:29,1
O05672,C04329,Refunded,,Prepaid,103.74,2024-09-07 20:13:04,2024-10-09 16:01:56,0
O05673,C01543,,Express,Prepaid,74.53,2024-09-24 04:01:49,2024-02-16 04:14:55,0
O05674,C00036,REFUNDED,Pickup,Prepaid,40.78,2024-02-25 01:50:56,2024-09-14 05:22:23,0
O05675,C00932,Pending,PICKUP,Prepaid,104.54,2024-09-26 03:17:23,2024-11-11 01:42:19,1
O05676,C04422,completed,Standard,Postpaid,43.27,2024-03-03 03:29:08,2024-09-30 09:43:17,0
O05677,C01174,Processing,,Postpaid,152.17,2024-11-01 11:50:43,2024-07-06 18:21:14,0
O05678,C03834,processing,Standard,,6.43,2024-06-01 20:24:00,2024-03-11 12:03:26,0
O05679,C02707,processing,Pickup,Prepaid,187.87,2024-11-30 07:21:09,2024-04-05 06:22:36,0
O05680,C03428,Processing,,Prepaid,103.93,2024-07-20 05:03:25,2024-07-10 23:46:48,0
O05681,C03469,Pending,,Prepaid,170.81,2024-11-07 15:50:49,2024-09-19 15:39:39,1
O05682,C00106,REFUNDED,,,137.48,2024-10-19 22:52:06,2024-01-05 07:35:20,0
O05683,C02523,Processing,standard,Postpaid,57.8,2024-06-05 12:05:49,2024-08-29 03:16:16,1
O05684,C00004,Refunded,Express,Postpaid,91.31,2024-06-11 09:42:31,2024-05-14 06:40:48,0
O05685,C02754,Failed,Pickup,Prepaid,25.17,2024-10-10 11:42:05,2024-07-30 19:26:25,0
O05686,C00449,Completed,,Prepaid,186.81,2024-07-28 06:34:49,2024-07-26 23:56:21,0
O05687,C03415,Refunded,,Postpaid,59.21,2024-09-25 19:33:29,2024-11-06 06:35:42,1
O05688,C03747,REFUNDED,,,109.09,2024-03-26 15:22:39,2024-05-07 05:26:49,0
O05689,C00843,PROCESSING,pickup,Prepaid,192.74,2024-03-29 20:53:07,2024-03-11 15:20:04,0
O05690,C02300,completed,Express,,39.02,2024-03-30 04:57:08,2024-10-21 21:03:42,1
O05691,C04221,Processing,Standard,Prepaid,183.64,2024-01-23 04:01:09,2024-09-21 15:10:17,0
O05692,C00882,Pending,Pickup,Postpaid,13.91,2024-01-04 17:26:24,2024-06-23 02:15:51,0
O05693,C02754,Refunded,Pickup,Prepaid,13.28,2024-08-09 03:12:37,2024-10-16 21:03:26,0
O05694,C03123,Refunded,Pickup,Postpaid,141.43,2024-07-03 08:10:10,2024-03-17 05:13:30,1
O05695,C03642,Processing,Express,Prepaid,117.41,2024-05-23 09:08:29,2024-02-17 08:21:29,0
O05696,C04773,failed,EXPRESS,Prepaid,146.49,2024-11-27 22:26:50,2024-07-08 03:34:15,0
O05697,C00184,,Pickup,Prepaid,83.57,2024-12-31 22:41:01,2024-09-02 14:10:29,0
O05698,C01721,completed,Pickup,,189.53,2024-12-22 00:01:35,2024-05-14 11:42:33,1
O05699,C03436,Completed,,Prepaid,31.45,2024-11-14 20:54:04,2024-09-28 16:12:52,0
O05700,C01755,PROCESSING,St@nd@rd,,135.67,2024-03-04 00:51:45,2024-12-24 20:47:13,0
O05701,C02633,Completed,pickup,Prepaid,147.3,2024-07-18 15:29:50,2024-08-02 16:35:34,0
O05702,C04696,Failed,pickup,,81.65,2024-04-03 22:18:53,2024-06-08 21:47:59,0
O05703,C03271,COMPLETED,,Prepaid,44.62,2024-03-06 20:44:50,2024-10-11 08:19:27,1
O05704,C01576,Completed,,Postpaid,76.13,2024-11-15 03:19:09,2024-06-03 07:00:43,0
O05705,C00179,Processing,Pickup,Postpaid,36.69,2024-12-09 20:26:10,2024-11-22 10:50:53,0
O05706,C03031,Failed,Pickup,Prepaid,166.74,2024-03-27 08:24:06,2024-09-10 13:18:52,1
O05707,C03418,COMPLETED,,,174.46,2024-10-28 09:46:08,2024-07-01 08:21:21,1
O05708,C03562,Processing,Express,,13.27,2024-07-16 03:01:25,2024-08-24 12:01:54,0
O05709,C04231,Failed,PICKUP,,153.68,2024-12-29 06:24:24,2024-06-19 14:03:39,0
O05710,C02420,Refunded,standard,Postpaid,117.33,2024-02-08 00:16:47,2024-07-13 06:56:33,1
O05711,C03584,,EXPRESS,,134.83,2024-06-03 02:53:39,2024-07-13 15:13:56,0
O05712,C01038,,,,68.4,2024-12-13 10:33:25,2024-09-14 03:23:16,0
O05713,C01669,,Pickup,Postpaid,139.97,2024-01-21 19:15:55,2024-05-30 06:47:22,0
O05714,C02548,Pending,Standard,Prepaid,7.96,2024-08-07 01:40:10,2024-12-21 14:09:15,0
O05715,C02310,Completed,,,146.76,2024-05-16 09:03:48,2024-07-30 16:49:10,0
O05716,C00125,,Express,Prepaid,88.69,2024-01-18 16:01:30,2024-09-26 10:05:29,1
O05717,C04743,Failed,,Prepaid,105.2,2024-12-14 08:00:18,2024-04-04 07:08:49,0
O05718,C00812,Refunded,,,164.83,2024-06-15 07:57:31,2024-12-09 18:28:00,0
O05719,C00185,Completed,EXPRESS,Postpaid,100.52,2024-10-26 11:56:12,2024-03-30 16:59:15,0
O05720,C03297,Completed,PICKUP,Prepaid,190.73,2024-02-28 23:07:23,2024-03-16 18:23:17,1
O05721,C02591,processing,STANDARD,,2,2024-10-04 22:37:59,2024-06-04 03:18:31,0
O05722,C04203,Pending,Standard,,91.82,2024-11-21 06:17:20,2024-06-05 12:25:05,0
O05723,C04430,Refunded,,Postpaid,107.14,2024-02-05 19:10:10,2024-04-20 17:11:26,1
O05724,C04840,Pending,,Prepaid,140.31,2024-08-26 23:55:19,2024-08-18 04:40:11,0
O05725,C01374,Refunded,,,136.37,2024-02-23 12:35:06,2024-10-06 06:04:20,0
O05726,C01637,COMPLETED,Express,Prepaid,114.59,2024-01-16 12:20:34,2024-12-26 19:58:48,0
O05727,C02830,Refunded,Express,,16.92,2024-02-11 06:47:44,2024-12-27 13:32:21,0
O05728,C04259,PROCESSING,,Prepaid,150.09,2024-05-20 02:20:55,2024-07-02 16:25:32,0
O05729,C00318,Pending,Pickup,Postpaid,14.4,2024-11-24 03:32:54,2024-09-26 00:25:17,1
O05730,C04002,Processing,Pickup,,192.78,2024-05-02 12:52:36,2024-06-16 17:35:02,0
O05731,C01236,refunded,,Postpaid,185.97,2024-02-19 06:11:06,2024-12-18 18:59:30,1
O05732,C03290,Completed,express,Postpaid,100.73,2024-04-23 14:43:39,2024-03-11 03:32:43,0
O05733,C01223,Pending,Standard,Postpaid,166.48,2024-01-20 07:22:37,2024-05-24 13:22:38,0
O05734,C02308,Completed,,,108.82,2024-08-08 16:34:37,2024-08-19 11:47:47,0
O05735,C01143,REFUNDED,,,194.72,2024-01-12 16:08:37,2024-10-29 04:32:26,1
O05736,C04034,Failed,Express,Prepaid,125.96,2024-04-11 00:32:34,2024-05-17 03:49:01,0
O05737,C04320,completed,,Prepaid,113.96,2024-07-27 00:47:11,2024-10-19 15:13:58,0
O05738,C04125,Refunded,pickup,Postpaid,42.3,2024-01-03 22:38:30,2024-03-15 05:35:02,0
O05739,C00863,FAILED,EXPRESS,Postpaid,133.35,2024-03-08 13:02:57,2024-04-21 07:08:31,1
O05740,C03958,,STANDARD,Prepaid,181.96,2024-12-28 15:01:24,2024-09-01 03:42:33,1
O05741,C02970,Refunded,Express,,17.41,2024-09-05 22:23:53,2024-09-12 13:48:49,0
O05742,C02823,F@iled,Pickup,,77.34,2024-03-07 21:50:27,2024-08-23 16:35:18,1
O05743,C04252,Failed,Express,Prepaid,85.52,2024-05-01 04:59:31,2024-08-25 17:16:23,1
O05744,C02233,Processing,Standard,Prepaid,53.01,2024-07-22 22:22:08,2024-02-01 03:55:50,0
O05745,C00660,,Pickup,Prepaid,57.04,2024-01-24 04:23:37,2024-11-10 10:43:49,1
O05746,C00299,Processing,,,81.13,2024-07-11 19:36:32,2024-10-06 14:06:13,0
O05747,C04549,Refunded,PICKUP,,50.83,2024-01-20 17:25:24,2024-09-08 20:07:35,0
O05748,C00722,Processing,,Postpaid,146.21,2024-11-14 17:33:27,2024-12-29 04:12:47,0
O05749,C04499,Failed,,Prepaid,79.94,2024-07-10 04:26:54,2024-03-12 03:11:43,0
O05750,C03314,PENDING,Express,Prepaid,64.49,2024-11-06 08:43:42,2024-04-05 06:07:23,0
O05751,C02534,Pending,Pickup,Prepaid,65.31,2024-02-17 14:49:21,2024-12-28 10:09:37,0
O05752,C01320,,,Postpaid,1.68,2024-04-10 08:32:15,2024-12-17 14:39:35,1
O05753,C03773,REFUNDED,,Prepaid,117.65,2024-03-08 15:59:21,2024-09-08 12:16:10,1
O05754,C02878,F@iled,PICKUP,Prepaid,16.17,2024-09-16 14:18:22,2024-02-09 21:09:17,0
O05755,C03658,Refunded,Pickup,,122.67,2024-08-20 13:44:30,2024-08-29 18:11:59,0
O05756,C04845,Completed,standard,Prepaid,158.42,2024-09-24 19:49:53,2024-09-01 13:55:53,0
O05757,C01714,Completed,Pickup,Postpaid,152.58,2024-02-01 14:54:20,2024-03-15 08:04:35,0
O05758,C03362,Pending,Pickup,Postpaid,177.25,2024-01-08 00:07:49,2024-12-29 23:57:28,0
O05759,C00358,Failed,Standard,Postpaid,18.1,2024-08-15 20:34:31,2024-06-13 04:01:28,1
O05760,C01610,Failed,,,56.45,2024-11-17 06:17:36,2024-07-04 18:17:07,0
O05761,C01698,Pending,St@nd@rd,Prepaid,49.48,2024-05-17 15:52:51,2024-02-17 19:37:21,0
O05762,C02549,REFUNDED,Express,Postpaid,20.44,2024-06-01 06:29:40,2024-01-12 14:37:59,0
O05763,C00283,Processing,,,57.45,2024-05-08 18:22:16,2024-09-19 18:08:02,0
O05764,C00425,Refunded,Express,Prepaid,121.08,2024-08-18 22:34:04,2024-02-29 05:18:21,1
