payment_id,order_id,amount,payment_method,payment_gateway,payment_status,currency,exchange_rate,created_at,updated_at
PM07001,O07284,4012.9,,Stripe,Paid,kes,1118.26,2024-05-05 22:14:08,2024-02-18 04:40:53
PM07002,O03124,36.51,Card,Paystack,,USD,317.7,2024-04-18 00:08:47,2024-01-06 11:17:00
PM07003,O04039,5597.78,Tr@nsfer,Stripe,Pending,NGN,941.14,2024-01-05 20:28:29,2024-06-13 16:06:11
PM07004,O02910,5759.1,,,PENDING,KES,1402.43,2024-06-22 05:17:27,2024-12-13 14:05:49
PM07005,O11805,2755.77,,Stripe,PAID,NGN,765.33,2024-08-11 02:29:49,2024-07-10 00:49:43
PM07006,O06351,4850.09,Crypto,Paystack,failed,GHS,780.29,2024-01-07 04:41:38,2024-08-25 09:27:34
PM07007,O09001,3018.18,CRYPTO,Stripe,Pending,USD,1104.64,2024-06-06 13:32:56,2024-06-11 22:51:45
PM07008,O01155,1425.78,Card,Stripe,Paid,NGN,306.37,2024-12-18 15:05:16,2024-03-30 06:34:45
PM07009,O02532,6072.61,C@sh,,pending,usd,706.39,2024-09-23 16:53:08,2024-06-08 16:48:00
PM07010,O10052,1891.57,Cash,,Reversed,NGN,1376.29,2024-12-09 10:56:22,2024-09-01 05:42:40
PM07011,O05448,3478.15,Transfer,Flutterwave,,USD,1483.86,2024-02-03 05:47:38,2024-12-05 10:51:57
PM07012,O10097,6553.71,,Stripe,PAID,NGN,1172.98,2024-03-15 02:06:28,2024-08-06 00:09:17
PM07013,O09753,6472.17,Transfer,Stripe,,,1366.53,2024-01-27 18:25:19,2024-06-16 10:26:47
PM07014,O11942,2002.78,Paypal,Paystack,,USD,531.37,2024-05-11 04:33:18,2024-04-26 21:55:16
PM07015,O07353,5707.38,,Paystack,Paid,KES,597.35,2024-06-07 09:38:19,2024-02-13 12:51:34
PM07016,O05320,1649.89,Cash,Paystack,Pending,,499.82,2024-08-29 08:55:31,2024-03-08 21:07:31
PM07017,O11145,6656.26,Card,Stripe,REVERSED,GHS,757.25,2024-02-16 18:16:24,2024-10-06 15:26:30
PM07018,O05331,830.28,CRYPTO,Flutterwave,Paid,USD,368.35,2024-10-02 21:36:22,2024-10-11 23:29:04
PM07019,O05429,5802.49,C@sh,Paystack,Paid,USD,449.86,2024-04-12 21:29:25,2024-10-01 03:04:01
PM07020,O03013,693.2,CRYPTO,,Paid,KES,405.56,2024-07-18 06:29:21,2024-11-23 04:19:19
PM07021,O03962,4397.32,Crypto,,Pending,KES,1154.78,2024-11-05 06:22:57,2024-01-07 04:27:11
PM07022,O00160,3221.96,Crypto,Paystack,,,510.44,2024-12-07 21:57:32,2024-02-19 01:47:15
PM07023,O00433,2885.99,CRYPTO,Stripe,Failed,USD,978.09,2024-05-28 04:55:54,2024-11-09 23:42:59
PM07024,O03320,4988.24,Tr@nsfer,,,kes,395.05,2024-07-16 17:11:34,2024-05-07 11:23:41
PM07025,O07144,2625.44,Card,,Reversed,,1000.45,2024-03-05 15:13:16,2024-06-28 07:13:27
PM07026,O11666,3794.92,Paypal,,Pending,GHS,1046.92,2024-01-19 02:32:11,2024-07-15 04:22:02
PM07027,O04949,3947.92,Transfer,,failed,GHS,809.72,2024-07-15 06:13:08,2024-11-23 02:55:11
PM07028,O04781,1311.14,,Paystack,reversed,usd,1294.09,2024-07-20 22:03:00,2024-04-10 15:13:35
PM07029,O11606,5344.68,PAYPAL,,Reversed,NGN,1297.34,2024-06-24 17:01:23,2024-11-15 11:56:44
PM07030,O07551,3328.94,Card,,Paid,usd,1265.34,2024-12-17 00:31:01,2024-05-03 14:43:43
PM07031,O06339,4995.43,crypto,Flutterwave,PAID,GHS,347.79,2024-01-24 18:45:01,2024-09-03 15:15:01
PM07032,O11682,700.03,,,,USD,1023.62,2024-07-07 19:13:34,2024-10-09 20:36:37
PM07033,O10290,149.2,Crypto,,pending,,1289.21,2024-04-16 09:23:49,2024-04-17 02:50:24
PM07034,O03353,5687.84,paypal,,PENDING,ngn,874.9,2024-10-21 05:42:18,2024-12-09 01:41:38
PM07035,O07036,3302.5,CRYPTO,Flutterwave,PAID,ngn,874.73,2024-09-07 14:45:54,2024-07-14 17:10:03
PM07036,O10762,6006.39,CRYPTO,,Pending,KES,1101.1,2024-10-24 20:43:37,2024-02-21 09:16:11
PM07037,O10580,5802.98,PAYPAL,,Reversed,,1150.96,2024-10-11 23:35:13,2024-04-18 18:20:53
PM07038,O04392,5611.97,,Stripe,,,323.02,2024-12-07 09:38:03,2024-09-01 23:24:04
PM07039,O10310,1625.59,Card,Paystack,PENDING,usd,368.41,2024-03-16 02:59:10,2024-10-14 06:38:43
PM07040,O08342,3686.6,crypto,Flutterwave,Paid,USD,1023.55,2024-04-30 02:23:39,2024-07-04 23:51:23
PM07041,O11283,554.5,,Paystack,failed,KES,722.61,2024-03-25 14:51:52,2024-04-07 10:38:23
PM07042,O09079,3673.73,Card,Paystack,Failed,NGN,1255.76,2024-12-30 21:19:40,2024-11-01 07:31:01
PM07043,O05972,6828.08,Transfer,,Failed,KES,433.61,2024-08-11 07:14:56,2024-04-10 21:31:01
PM07044,O10302,419.39,crypto,Flutterwave,Paid,USD,661.44,2024-09-09 04:08:52,2024-02-04 18:09:15
PM07045,O10154,3456.78,Paypal,,Reversed,GHS,611.38,2024-12-12 23:08:59,2024-07-12 14:24:56
PM07046,O04347,6953.94,Transfer,Flutterwave,PAID,KES,501.48,2024-02-12 13:33:00,2024-06-13 23:12:51
PM07047,O11939,337.96,Transfer,Stripe,,ghs,494.81,2024-07-23 22:21:11,2024-07-10 05:32:36
PM07048,O11332,5344.66,CRYPTO,Flutterwave,Reversed,GHS,361.58,2024-03-16 12:26:23,2024-03-31 21:12:39
PM07049,O08312,2387.2,Cash,,REVERSED,NGN,766.54,2024-08-24 02:33:59,2024-10-07 15:26:14
PM07050,O10026,2108.64,Cash,,FAILED,KES,1260.47,2024-07-20 01:40:43,2024-06-28 08:03:29
PM07051,O10556,4022.99,Paypal,Stripe,,GHS,1398.24,2024-03-09 23:38:28,2024-11-25 02:20:58
PM07052,O00466,4704.45,C@sh,,Pending,KES,915.67,2024-05-20 21:37:24,2024-01-21 03:53:45
PM07053,O11564,2733.82,PAYPAL,,,NGN,1161.49,2024-04-02 19:08:14,2024-01-08 00:40:48
PM07054,O10275,1514.35,,,Failed,GHS,368.34,2024-10-22 15:59:54,2024-05-15 19:13:56
PM07055,O10184,2666.92,Paypal,Paystack,FAILED,GHS,532.15,2024-03-11 21:52:50,2024-06-29 02:07:18
PM07056,O07631,2185.69,Card,Flutterwave,,usd,864.68,2024-07-26 03:24:09,2024-04-26 02:09:46
PM07057,O10797,782.52,Transfer,,REVERSED,USD,969.2,2024-12-11 07:49:05,2024-07-08 22:48:21
PM07058,O11634,5534.4,Card,,Failed,usd,913.65,2024-05-15 18:31:00,2024-07-09 14:14:30
PM07059,O11186,5852.18,Paypal,Paystack,F@iled,NGN,1194.14,2024-09-03 09:28:02,2024-09-01 01:49:18
PM07060,O11390,5639.76,P@yp@l,Flutterwave,P@id,KES,1187.05,2024-04-09 08:54:13,2024-03-10 21:23:30
PM07061,O00592,3873.17,,Flutterwave,Failed,,1490.73,2024-05-30 17:07:13,2024-03-29 01:58:44
PM07062,O04175,6283.1,Transfer,,,USD,849.08,2024-10-06 17:24:55,2024-02-18 01:36:48
PM07063,O05960,57.33,Transfer,,Reversed,GHS,643.09,2024-04-12 23:08:47,2024-03-05 14:07:13
PM07064,O04759,5598.06,,Stripe,,KES,914.97,2024-02-01 13:03:29,2024-01-19 16:08:36
PM07065,O06864,6802.51,Cash,Flutterwave,PENDING,NGN,801.37,2024-03-16 20:45:24,2024-10-11 21:28:17
PM07066,O10609,5047.02,transfer,,,GHS,686.01,2024-06-29 07:06:48,2024-11-26 11:31:35
PM07067,O10122,5778.24,,Flutterwave,pending,GHS,1339.16,2024-08-29 05:25:34,2024-09-02 19:57:16
PM07068,O10422,1777.51,Transfer,,Pending,,384.56,2024-04-16 04:53:43,2024-05-30 21:22:48
PM07069,O11623,2053,transfer,,Pending,USD,740.06,2024-12-19 17:54:33,2024-10-05 15:09:05
PM07070,O11369,263.29,paypal,Flutterwave,,USD,1068.49,2024-03-02 10:07:56,2024-04-21 02:08:37
PM07071,O10554,3256.84,,Paystack,Reversed,usd,1034.51,2024-12-25 05:54:37,2024-09-24 22:11:43
PM07072,O11116,2653.15,Crypto,Paystack,Paid,GHS,624.18,2024-01-04 04:59:12,2024-02-19 03:47:16
PM07073,O11305,1870.84,card,Stripe,pending,KES,376.43,2024-07-14 03:46:45,2024-01-11 21:02:33
PM07074,O10233,4973.96,C@sh,Flutterwave,Paid,KES,1196.76,2024-01-18 08:02:32,2024-01-12 03:20:32
PM07075,O11605,3250.84,Tr@nsfer,,Reversed,KES,1125.97,2024-10-03 00:28:52,2024-03-28 06:00:09
PM07076,O09979,4431.66,P@yp@l,Flutterwave,,KES,629.76,2024-01-22 04:32:28,2024-08-23 07:07:11
PM07077,O10181,2964.8,,,Reversed,KES,1370.07,2024-06-03 06:44:20,2024-02-03 11:41:14
PM07078,O10547,4296.01,Paypal,Stripe,Pending,NGN,508.8,2024-07-09 22:41:45,2024-03-18 08:53:40
PM07079,O11932,376.04,,,reversed,,1169.6,2024-12-17 02:50:30,2024-06-21 16:36:03
PM07080,O07582,6721.95,Cash,Stripe,Paid,ngn,600.62,2024-12-25 16:52:03,2024-01-14 21:59:28
PM07081,O04237,4651.66,Crypto,,Failed,GHS,1130.63,2024-12-11 19:08:11,2024-09-01 11:04:02
PM07082,O03449,5887.07,Crypto,,Pending,USD,882.18,2024-06-20 09:05:12,2024-03-27 18:06:56
PM07083,O10841,5927.38,C@sh,Paystack,Reversed,usd,687.64,2024-07-16 18:59:20,2024-04-04 11:15:00
PM07084,O03833,6765.38,crypto,Flutterwave,,usd,1478.14,2024-04-09 03:06:01,2024-03-11 00:41:04
PM07085,O03165,5920.85,CRYPTO,Flutterwave,,KES,1091.7,2024-11-14 06:03:52,2024-07-06 02:12:30
PM07086,O10546,4891.51,transfer,Flutterwave,Paid,KES,553.38,2024-11-29 15:39:05,2024-12-19 18:20:02
PM07087,O11551,3202.54,,Paystack,Pending,,1005.51,2024-05-31 02:51:10,2024-10-14 21:37:31
PM07088,O10175,4321.55,,Flutterwave,Pending,usd,1228.58,2024-05-17 23:56:37,2024-08-23 02:08:24
PM07089,O11035,897.66,Card,,Reversed,usd,807.38,2024-10-22 22:36:42,2024-11-30 14:54:53
PM07090,O10777,6000.55,Crypto,,,GHS,659.23,2024-07-14 22:12:37,2024-02-21 04:38:58
PM07091,O11416,1780.38,crypto,,REVERSED,USD,1427.67,2024-05-17 11:58:33,2024-02-10 04:26:50
PM07092,O11984,3441.89,,Flutterwave,Pending,USD,1175.02,2024-02-10 21:52:56,2024-05-03 17:08:06
PM07093,O04796,392.64,transfer,Flutterwave,Pending,USD,1436.59,2024-06-18 02:15:17,2024-06-16 17:36:42
PM07094,O11468,4385.2,Cash,,Failed,NGN,631.86,2024-10-17 12:59:47,2024-06-17 10:33:35
PM07095,O11184,1045.33,,,Reversed,GHS,1434.38,2024-06-08 20:24:42,2024-04-23 20:09:22
PM07096,O11193,1903.66,,,failed,USD,1418.42,2024-08-07 11:21:34,2024-11-21 06:32:26
PM07097,O01153,5597.1,C@sh,Stripe,pending,NGN,394.54,2024-03-25 10:43:13,2024-04-17 23:50:00
PM07098,O10015,3245.7,TRANSFER,Stripe,Reversed,KES,325.55,2024-05-26 22:01:55,2024-10-29 13:48:12
PM07099,O11838,1467.43,card,,Reversed,GHS,1475.39,2024-12-29 21:39:47,2024-06-21 14:04:03
PM07100,O11899,3117.58,Transfer,,Paid,kes,361.48,2024-06-29 00:46:02,2024-04-03 19:42:58
PM07101,O04536,1815.19,,,,,382.51,2024-07-21 06:20:50,2024-08-25 06:48:50
PM07102,O10236,2119.4,paypal,Paystack,REVERSED,KES,1204.26,2024-09-07 21:52:26,2024-03-05 20:27:59
PM07103,O10189,663.91,,,Reversed,ghs,855,2024-07-26 11:34:16,2024-10-19 20:14:45
PM07104,O10263,231.33,crypto,Flutterwave,Failed,KES,584.94,2024-08-23 07:54:15,2024-04-21 03:16:40
PM07105,O11630,150.95,transfer,Stripe,Pending,GHS,309.63,2024-12-31 03:37:26,2024-05-22 14:42:07
PM07106,O11269,3074.6,crypto,,Paid,USD,672.3,2024-07-06 14:49:49,2024-07-06 12:43:47
PM07107,O11039,6432.54,Card,Paystack,paid,,1108.8,2024-10-07 17:11:50,2024-03-25 04:02:58
PM07108,O02621,3836.64,Paypal,Paystack,Pending,GHS,914.44,2024-07-25 03:25:53,2024-06-12 02:19:56
PM07109,O10239,2316.15,Crypto,,Failed,,911.47,2024-01-22 07:06:46,2024-12-07 13:15:54
PM07110,O10442,4512.96,Card,Paystack,PAID,KES,505.2,2024-07-23 13:20:41,2024-03-14 09:08:28
PM07111,O11249,1660.17,CASH,Flutterwave,Failed,USD,1052.34,2024-08-08 23:46:50,2024-03-14 17:26:05
PM07112,O11286,6493.54,P@yp@l,Paystack,Paid,ngn,403.8,2024-12-04 15:22:43,2024-01-08 15:26:31
PM07113,O03825,6203.74,Crypto,,REVERSED,usd,1401.19,2024-10-26 04:19:24,2024-03-08 07:22:11
PM07114,O01957,6297.54,Cash,Stripe,Paid,USD,831.49,2024-12-06 23:54:24,2024-03-03 03:21:53
PM07115,O10982,3422.59,,,,kes,1279.54,2024-05-06 22:38:33,2024-02-06 17:03:58
PM07116,O11453,6416.08,Crypto,,P@id,kes,1236.11,2024-01-24 06:01:34,2024-11-10 18:26:51
PM07117,O05892,2298.28,paypal,Flutterwave,reversed,KES,813.96,2024-06-01 08:39:14,2024-03-14 14:12:58
PM07118,O10266,6401.55,transfer,,Reversed,,337.27,2024-07-25 03:42:30,2024-06-24 13:10:09
PM07119,O11660,1879.55,,Stripe,Paid,,1180.96,2024-04-02 17:52:18,2024-02-16 23:22:08
PM07120,O06269,336.03,CASH,,pending,USD,862.69,2024-03-25 15:30:06,2024-09-23 15:28:19
PM07121,O10633,4050.1,,Flutterwave,reversed,,973.71,2024-09-12 15:47:25,2024-08-23 12:24:39
PM07122,O08901,1918.55,Paypal,Flutterwave,Failed,,1250.16,2024-03-17 06:53:45,2024-02-19 08:30:38
PM07123,O11054,3737.78,,Paystack,FAILED,USD,340.94,2024-11-27 07:39:06,2024-05-27 17:41:37
PM07124,O08425,3697.41,card,Flutterwave,Failed,,923.67,2024-12-09 05:04:03,2024-11-20 10:28:57
PM07125,O10467,2333.02,CRYPTO,,Failed,,1349.36,2024-07-13 12:25:39,2024-10-15 17:55:37
PM07126,O07502,346.51,paypal,Stripe,PAID,,1222.64,2024-02-19 15:22:21,2024-06-01 07:30:19
PM07127,O11644,789.99,,Flutterwave,,usd,1311.58,2024-05-05 23:34:53,2024-03-18 07:47:32
PM07128,O11411,2066.24,C@sh,,Pending,USD,876.34,2024-08-29 21:12:39,2024-05-04 06:46:55
PM07129,O10489,1903.84,Transfer,,pending,,667.39,2024-07-13 14:47:30,2024-08-01 02:19:42
PM07130,O10441,5130,Tr@nsfer,Stripe,,NGN,498.52,2024-02-24 13:51:40,2024-12-04 02:50:37
PM07131,O09090,6259.17,transfer,Stripe,paid,ngn,714.1,2024-07-11 09:05:11,2024-04-12 00:33:24
PM07132,O11211,6479.9,Crypto,Stripe,Reversed,KES,480.5,2024-11-09 08:50:14,2024-01-03 15:05:32
PM07133,O02093,6887.04,Paypal,Stripe,Paid,GHS,1385.49,2024-07-12 12:23:16,2024-04-24 09:41:24
PM07134,O05053,1696.8,paypal,Stripe,Reversed,GHS,747.98,2024-12-09 12:59:51,2024-01-11 08:59:51
PM07135,O07150,3500.02,Card,,Paid,NGN,315.65,2024-11-16 08:07:30,2024-07-21 01:33:29
PM07136,O11234,1412.93,,Stripe,,GHS,1008.53,2024-12-22 03:15:25,2024-08-27 00:24:12
PM07137,O11285,1879,Crypto,Paystack,,NGN,887.09,2024-07-11 21:39:48,2024-06-20 17:31:40
PM07138,O10634,965.98,Crypto,,REVERSED,GHS,1088.77,2024-05-02 07:47:32,2024-11-17 22:05:33
PM07139,O08237,2823.84,C@rd,Flutterwave,,GHS,898.54,2024-09-17 18:55:37,2024-09-19 21:15:51
PM07140,O10253,6902.43,Transfer,Paystack,Pending,USD,801.58,2024-11-13 17:19:43,2024-02-03 05:26:25
PM07141,O02692,4192.81,Tr@nsfer,,Failed,ngn,362.7,2024-11-30 12:43:58,2024-01-10 19:21:32
PM07142,O04009,4273.61,,Flutterwave,P@id,ghs,1067.6,2024-12-06 11:51:27,2024-12-09 13:16:27
PM07143,O08894,6454.14,card,Flutterwave,paid,GHS,394.19,2024-03-17 20:55:14,2024-05-22 06:19:50
PM07144,O05769,4313.93,Crypto,Stripe,Pending,GHS,1192.19,2024-03-05 14:53:50,2024-03-12 16:33:37
PM07145,O07916,193.53,crypto,Stripe,FAILED,GHS,1387.65,2024-03-31 05:21:08,2024-09-16 13:05:15
PM07146,O11143,3204.59,C@rd,,Failed,KES,1394.53,2024-11-06 01:57:43,2024-12-21 04:20:29
PM07147,O10642,2598.96,Crypto,,Reversed,GHS,955.63,2024-09-04 08:28:27,2024-06-19 07:02:10
PM07148,O04536,6085.29,Paypal,Stripe,pending,GHS,685.13,2024-03-25 00:51:39,2024-10-04 10:57:41
PM07149,O10289,914.58,transfer,Stripe,reversed,USD,693.25,2024-12-27 15:47:56,2024-09-12 18:44:03
PM07150,O10331,6903.82,transfer,Stripe,,GHS,1467.66,2024-04-22 21:07:44,2024-09-02 03:28:33
PM07151,O01770,194.85,crypto,Paystack,Failed,,909.69,2024-10-01 15:45:51,2024-01-10 16:25:21
PM07152,O10759,248.38,Paypal,Stripe,Paid,kes,1428.84,2024-09-01 12:01:26,2024-06-04 08:05:05
PM07153,O09448,5470.44,Tr@nsfer,Flutterwave,Reversed,NGN,1488.31,2024-10-03 14:52:20,2024-03-21 15:58:10
PM07154,O00907,5265.19,Crypto,,pending,ngn,1058.46,2024-02-29 16:35:54,2024-12-31 21:12:35
PM07155,O06699,1240.05,Cash,Paystack,P@id,,1307.33,2024-11-27 00:11:13,2024-08-15 22:53:50
PM07156,O08922,4761.63,Cash,,FAILED,KES,648.35,2024-10-29 00:19:56,2024-08-24 17:27:14
PM07157,O11260,1818.41,Card,Flutterwave,Paid,USD,356.34,2024-10-14 19:16:26,2024-05-25 09:25:11
PM07158,O04193,1288.23,Card,Stripe,P@id,KES,729.14,2024-03-18 08:42:12,2024-08-28 09:58:29
PM07159,O10121,935.03,Crypto,Stripe,pending,ghs,1264.66,2024-03-01 17:55:44,2024-06-21 16:56:18
PM07160,O10511,3490.3,Cash,Flutterwave,Pending,GHS,1364.98,2024-06-28 14:14:53,2024-09-23 05:03:37
PM07161,O09338,833.59,Transfer,,pending,NGN,354.18,2024-01-01 10:50:09,2024-04-10 07:39:30
PM07162,O00187,4646.22,Transfer,Stripe,paid,kes,696.41,2024-10-03 01:00:27,2024-03-22 04:52:24
PM07163,O00406,3883.19,,,Failed,ghs,452.88,2024-04-11 13:11:06,2024-08-03 23:45:02
PM07164,O11717,6541.53,,Stripe,Failed,usd,1399.34,2024-05-20 22:01:29,2024-03-18 04:56:22
PM07165,O10094,3437.25,Transfer,,F@iled,ghs,953.54,2024-09-22 23:47:25,2024-03-08 09:54:53
PM07166,O04535,1016.43,Cash,,Reversed,KES,548.98,2024-08-13 03:16:01,2024-07-03 03:57:52
PM07167,O11807,4508.18,P@yp@l,Paystack,Failed,USD,1352.14,2024-04-04 04:59:57,2024-10-17 07:09:47
PM07168,O04801,2197.44,Crypto,Stripe,Reversed,USD,313.78,2024-12-05 22:44:03,2024-03-10 23:43:04
PM07169,O11415,6317.47,PAYPAL,,Failed,,1123.01,2024-01-16 01:21:03,2024-01-06 18:19:44
PM07170,O10919,5063.4,CASH,Flutterwave,reversed,USD,534.38,2024-05-23 01:13:24,2024-05-20 18:06:01
PM07171,O10022,6357.99,card,Paystack,PAID,KES,1062.66,2024-04-20 17:18:25,2024-02-19 20:59:52
PM07172,O09397,680.74,,Stripe,FAILED,USD,1408.12,2024-03-07 22:08:55,2024-12-12 07:55:55
PM07173,O00963,6274.01,Cash,Paystack,Pending,KES,1177.38,2024-09-10 00:48:37,2024-12-03 18:24:54
PM07174,O09987,3146.54,Crypto,,Reversed,GHS,1224.68,2024-10-06 12:57:05,2024-02-21 07:53:54
PM07175,O09916,6605.18,Card,,PENDING,KES,476.13,2024-02-08 09:24:50,2024-05-20 02:42:01
PM07176,O00239,1905.8,Tr@nsfer,Stripe,Failed,NGN,1060.73,2024-05-26 08:49:15,2024-02-27 10:40:55
PM07177,O11515,2595.9,C@sh,,Paid,GHS,1130.87,2024-11-30 21:37:59,2024-11-16 20:56:34
PM07178,O11932,4788.66,,Flutterwave,,,1466.8,2024-03-28 06:56:30,2024-03-21 02:38:57
PM07179,O06417,1058.27,Paypal,,Reversed,,1025.1,2024-11-15 10:29:22,2024-04-01 22:59:18
PM07180,O04891,1378.81,CASH,Stripe,paid,KES,366.75,2024-09-03 01:24:48,2024-05-27 04:30:08
PM07181,O09045,5188.37,Paypal,,,ngn,1009.31,2024-11-06 16:36:29,2024-08-15 03:12:07
PM07182,O11571,4328.59,C@sh,,Reversed,KES,1263.83,2024-06-12 21:50:42,2024-12-01 21:56:43
PM07183,O10394,3630.49,TRANSFER,Stripe,FAILED,USD,1196.36,2024-12-24 14:36:12,2024-09-02 11:05:46
PM07184,O04276,4669.43,crypto,,F@iled,ghs,713.72,2024-06-06 04:44:08,2024-07-07 22:42:37
PM07185,O08098,5538,,,paid,KES,990.4,2024-03-05 07:53:08,2024-01-06 21:06:30
PM07186,O10247,2338.28,transfer,,paid,usd,554.63,2024-04-09 04:00:54,2024-11-29 04:41:55
PM07187,O11777,4059.6,card,Paystack,Pending,,1096.5,2024-10-23 06:21:25,2024-09-10 08:09:10
PM07188,O06328,6383.55,Card,Paystack,Pending,KES,753.95,2024-03-15 00:47:10,2024-01-14 04:33:18
PM07189,O06348,1537.85,Transfer,,P@id,USD,844.87,2024-04-05 19:13:41,2024-08-01 05:10:57
PM07190,O11096,1777.08,Cash,,Reversed,ghs,616.68,2024-08-09 17:09:28,2024-08-11 13:27:03
PM07191,O08914,3157.41,CASH,,Reversed,USD,1157.76,2024-06-18 16:13:46,2024-11-30 05:30:17
PM07192,O11420,3958.04,card,Flutterwave,Failed,NGN,1208.24,2024-08-13 13:03:06,2024-09-09 09:29:21
PM07193,O00683,450.42,Tr@nsfer,,PENDING,GHS,632.81,2024-03-27 08:28:40,2024-05-07 19:48:29
PM07194,O11014,1210.12,Paypal,Flutterwave,,NGN,1116.25,2024-06-24 06:36:46,2024-07-01 00:52:20
PM07195,O03774,694.85,Cash,Stripe,Pending,GHS,902.34,2024-09-13 20:37:26,2024-08-22 16:43:14
PM07196,O03389,1021.88,card,Stripe,pending,,1005.79,2024-07-23 07:51:16,2024-02-27 06:42:12
PM07197,O08639,1097.41,Tr@nsfer,,Reversed,USD,529.49,2024-10-19 09:13:40,2024-01-31 18:59:14
PM07198,O11151,6678.07,Crypto,,Reversed,NGN,550.74,2024-03-04 23:48:24,2024-08-16 13:33:17
PM07199,O02941,5726.89,crypto,,Paid,USD,737.55,2024-12-20 18:05:02,2024-02-06 19:48:15
PM07200,O07130,2400.03,Crypto,,paid,USD,1143.35,2024-10-07 18:51:53,2024-12-29 01:02:05
PM07201,O10629,1085.32,TRANSFER,,pending,NGN,396.97,2024-04-02 13:31:53,2024-04-29 18:19:05
PM07202,O06273,5070.63,C@sh,,Paid,NGN,1115.74,2024-09-13 07:22:00,2024-01-07 22:28:41
PM07203,O07409,2602.87,Cash,Paystack,Failed,ngn,500.05,2024-05-30 00:46:36,2024-10-16 14:30:07
PM07204,O10539,4158.05,Paypal,Stripe,PAID,NGN,1092.41,2024-07-23 23:36:51,2024-03-26 14:28:21
PM07205,O10035,5544.41,,Flutterwave,Paid,ngn,1151.32,2024-02-22 11:07:03,2024-04-16 03:34:42
PM07206,O10209,6474.79,crypto,,paid,USD,1340.79,2024-08-08 17:30:42,2024-12-25 13:25:10
PM07207,O10424,2162.91,CRYPTO,,Paid,GHS,496.35,2024-09-24 06:36:59,2024-08-12 14:13:57
PM07208,O08685,2878.87,Transfer,Stripe,Reversed,ngn,1160.28,2024-04-22 06:45:11,2024-12-03 14:17:09
PM07209,O10755,6132.15,Paypal,Flutterwave,Failed,KES,1049.64,2024-09-17 14:18:40,2024-01-22 00:52:22
PM07210,O11791,2099.57,Cash,,REVERSED,,1307.49,2024-01-09 17:58:25,2024-08-16 13:19:05
PM07211,O11498,1757.48,cash,Paystack,,ngn,936.39,2024-05-08 14:14:13,2024-02-28 02:05:06
PM07212,O11073,464.77,Transfer,,Failed,,326.55,2024-12-16 12:24:23,2024-05-22 15:28:40
PM07213,O11986,4765.66,transfer,Stripe,Paid,,407.16,2024-11-02 14:10:18,2024-06-09 05:09:46
PM07214,O06826,6968.88,,Flutterwave,,,884.11,2024-04-28 07:04:11,2024-08-12 18:39:06
PM07215,O10922,4665.23,Paypal,Paystack,Paid,NGN,1152.56,2024-12-04 12:02:02,2024-04-25 13:08:27
PM07216,O11662,2355.59,C@sh,Paystack,Pending,NGN,428.87,2024-04-16 00:18:12,2024-02-28 21:03:36
PM07217,O11337,2601.85,paypal,Paystack,Reversed,USD,1208.88,2024-08-12 12:55:04,2024-01-26 05:41:00
PM07218,O11031,5675.2,,Stripe,,kes,1420.68,2024-01-22 09:22:31,2024-05-10 05:21:03
PM07219,O07141,3209.36,,Stripe,PENDING,KES,911.73,2024-11-28 00:51:51,2024-08-06 07:44:37
PM07220,O10346,4299.09,Card,,,GHS,431.82,2024-04-19 11:46:03,2024-12-08 13:04:18
PM07221,O10477,2943.75,transfer,Paystack,Failed,NGN,929.02,2024-07-01 23:17:50,2024-12-15 15:16:40
PM07222,O11832,5347.75,cash,,PENDING,NGN,1268.06,2024-04-28 04:31:18,2024-09-04 19:03:33
PM07223,O07291,131.89,P@yp@l,,pending,usd,1482.01,2024-05-06 13:57:29,2024-06-05 12:46:53
PM07224,O08746,4116.9,paypal,,Pending,USD,773.5,2024-08-23 15:59:14,2024-11-13 22:19:38
PM07225,O10528,1138.67,,Flutterwave,,NGN,485.68,2024-12-10 13:07:17,2024-12-05 09:35:50
PM07226,O09458,4559.53,CRYPTO,Stripe,failed,,910.83,2024-06-29 17:44:04,2024-12-21 06:18:01
PM07227,O01168,4128.66,Card,Flutterwave,Pending,KES,875.16,2024-05-01 02:08:48,2024-04-02 20:17:20
PM07228,O03673,6801.21,Tr@nsfer,Flutterwave,paid,,1087.06,2024-09-28 01:49:57,2024-11-10 11:15:44
PM07229,O11212,4490.63,CRYPTO,,Pending,KES,667.13,2024-04-22 14:27:40,2024-02-28 23:31:40
PM07230,O05523,3224.91,,Flutterwave,Paid,KES,1085.1,2024-08-22 07:16:16,2024-08-10 08:20:24
PM07231,O00124,2102.91,,,Paid,NGN,1097.79,2024-12-04 06:15:17,2024-06-13 19:56:12
PM07232,O03930,727.02,card,,Reversed,KES,1486.3,2024-07-03 18:48:52,2024-12-20 09:52:20
PM07233,O10875,5784.23,Transfer,Stripe,Pending,kes,435.04,2024-01-28 04:17:05,2024-05-13 13:17:06
PM07234,O08132,495.44,Card,Flutterwave,pending,KES,1238.78,2024-10-19 06:37:56,2024-08-15 15:57:07
PM07235,O11838,1700.55,TRANSFER,Flutterwave,reversed,usd,823.84,2024-07-04 14:51:18,2024-02-19 21:29:58
PM07236,O10696,5591.69,,Paystack,Paid,NGN,473.26,2024-06-26 20:36:20,2024-03-25 09:32:39
