order_item_id,order_id,product_id,quantity,unit_price,tax,discount_amount,fulfilled_by,created_at,updated_at
OI08712,O02671,P03298,2,1111.82,294.85,223.5,3PL,2024-03-08 08:50:56,2024-02-16 21:50:36
OI08713,O11012,P02275,1,4114.73,77.15,369.8,Vendor,2024-08-17 10:47:09,2024-07-21 16:13:41
OI08714,O11132,P04163,1,2858.83,110.89,366.61,3PL,2024-06-05 07:22:13,2024-01-04 02:53:05
OI08715,O10699,P04723,,2259.86,366.45,467.21,VENDOR,2024-11-07 15:17:06,2024-12-13 00:38:51
OI08716,O01903,P02611,2,4019.27,15.56,487.23,3PL,2024-10-12 00:28:49,2024-10-30 05:12:28
OI08717,O11432,P03073,1,4053.72,21.92,271.67,warehouse,2024-01-18 11:02:37,2024-04-16 15:44:05
OI08718,O06587,P03456,1,3745.24,367.8,84.53,Vendor,2024-08-22 07:09:18,2024-10-03 04:34:25
OI08719,O11979,P04048,1,1317.34,371.47,284.87,3PL,2024-03-08 13:57:39,2024-07-20 06:43:29
OI08720,O10346,P04955,,1420.12,88.41,391.95,Warehouse,2024-11-10 09:46:38,2024-03-20 07:12:59
OI08721,O03891,P01903,3,4711.2,15.47,73.75,3PL,2024-09-12 11:10:51,2024-07-28 22:06:44
OI08722,O10834,P02622,0,4976.02,15.01,480.21,Vendor,2024-02-09 02:28:02,2024-03-17 22:52:10
OI08723,O10574,P02436,,1983.89,181.62,291.05,WAREHOUSE,2024-03-18 16:25:39,2024-08-16 12:05:23
OI08724,O10523,P04675,1,1185.17,9.12,189.34,3PL,2024-12-04 13:59:35,2024-12-19 06:57:24
OI08725,O11715,P00328,3,4523.74,263.83,250.06,WAREHOUSE,2024-05-25 16:12:26,2024-08-13 22:32:22
OI08726,O06684,P03625,1,3837.21,267.36,249.85,Vendor,2024-07-23 09:16:59,2024-06-02 09:20:58
OI08727,O11779,P01481,,3831.35,378.9,224.22,3pl,2024-01-19 12:20:56,2024-03-16 00:41:00
OI08728,O09232,P01424,,334.85,330.26,312.68,Warehouse,2024-03-27 23:29:48,2024-11-11 14:37:19
OI08729,O11058,P04859,0,2050.24,393.54,470.59,Vendor,2024-06-22 01:13:07,2024-03-04 08:18:31
OI08730,O11315,P00747,0,1415.98,62.02,123.38,W@rehouse,2024-12-23 00:54:20,2024-05-29 20:23:39
OI08731,O11028,P03799,2,1146.24,433.92,257.9,W@rehouse,2024-05-17 16:15:01,2024-04-25 22:59:46
OI08732,O10899,P00474,3,2155.83,401,45.28,Warehouse,2024-01-18 10:08:53,2024-06-04 09:35:48
OI08733,O06285,P00116,1,1779.13,105.79,305.97,3PL,2024-02-14 04:29:24,2024-05-17 21:27:51
OI08734,O11570,P02680,1,310.74,97.21,363.98,3pl,2024-01-21 18:56:29,2024-01-07 19:17:35
OI08735,O06253,P00624,1,3112.58,403.52,357.41,warehouse,2024-07-11 17:41:44,2024-10-17 16:39:19
OI08736,O07114,P02555,2,2171.23,46.1,199.88,Warehouse,2024-05-18 16:11:37,2024-11-21 02:39:21
OI08737,O10147,P04409,3,1697,170.33,309.43,warehouse,2024-02-27 05:25:33,2024-02-05 14:48:05
OI08738,O06068,P02527,3,2583.1,24.05,388.44,Vendor,2024-04-23 18:27:57,2024-05-14 04:51:36
OI08739,O10688,P01505,0,3213.31,234.1,428.38,Vendor,2024-09-18 07:46:08,2024-01-06 22:47:54
OI08740,O10486,P04720,1,3685.17,72.66,188.46,3PL,2024-07-24 18:53:39,2024-11-01 04:25:34
OI08741,O10453,P04299,,514.68,243.05,111.39,Vendor,2024-01-09 23:01:08,2024-07-16 05:39:39
OI08742,O07916,P01211,1,4524.47,390.31,230.71,3PL,2024-09-06 21:48:12,2024-09-08 20:20:28
OI08743,O05126,P00981,1,1975.18,170.08,445.24,3pl,2024-05-01 06:49:43,2024-06-14 08:04:06
OI08744,O06346,P00693,2,1416.39,491.86,0.87,3PL,2024-07-12 09:30:16,2024-09-01 12:57:49
OI08745,O09412,P03261,1,792.59,482.85,71.1,VENDOR,2024-01-16 13:27:39,2024-06-04 08:16:30
OI08746,O05574,P00487,1,2567.3,414.16,279.37,3pl,2024-01-19 06:00:19,2024-12-29 22:07:47
OI08747,O08740,P00833,0,3920.89,172.03,441.15,vendor,2024-01-08 07:25:41,2024-07-23 22:20:14
OI08748,O09164,P01284,,4926.19,357.86,47.24,Vendor,2024-08-31 17:38:37,2024-01-07 07:49:43
OI08749,O10864,P00948,,1576.35,173.08,384.07,3PL,2024-01-21 07:10:14,2024-02-14 01:32:47
OI08750,O09796,P02634,2,3941.74,361.32,349.88,Vendor,2024-02-04 12:09:08,2024-08-16 18:08:33
OI08751,O10208,P03240,0,3992.94,144.99,389.45,3PL,2024-01-01 20:17:44,2024-08-01 02:30:29
OI08752,O11712,P03915,3,2524.74,318.82,119.69,3PL,2024-01-10 00:30:12,2024-05-13 06:14:34
OI08753,O11141,P03438,1,2868.45,146.32,250.11,3PL,2024-10-09 03:44:07,2024-08-26 06:12:49
OI08754,O10825,P00944,0,3292.86,499.53,458.53,Vendor,2024-07-06 06:36:41,2024-12-24 21:15:58
OI08755,O10246,P01489,2,987.74,234.04,264.7,Vendor,2024-12-25 18:13:46,2024-05-27 07:55:27
OI08756,O01482,P00303,2,1799.57,218.78,312.56,Vendor,2024-10-24 00:35:44,2024-02-13 14:19:56
OI08757,O00875,P02891,1,938.63,168.51,460.89,,2024-02-14 12:30:23,2024-09-07 14:36:13
OI08758,O10115,P01448,3,2038.48,481.88,146.34,3PL,2024-05-13 01:19:47,2024-12-04 12:58:46
OI08759,O01189,P01479,1,4296.86,163.95,391.07,Vendor,2024-11-05 02:12:52,2024-05-04 05:55:33
OI08760,O00090,P04738,0,3914.71,99.15,442.86,Vendor,2024-08-18 12:51:24,2024-03-05 22:34:05
OI08761,O11590,P02432,0,1459.1,389.55,289.1,3PL,2024-08-14 20:37:10,2024-09-14 20:59:50
OI08762,O10176,P00834,,3397.17,428.21,280.12,W@rehouse,2024-04-08 19:53:35,2024-09-10 02:56:49
OI08763,O11530,P03681,1,2102.58,249.12,439.01,3pl,2024-09-25 11:01:08,2024-05-18 12:12:09
OI08764,O11442,P03609,,2305.04,30.01,4.91,Vendor,2024-06-17 16:43:24,2024-05-09 10:10:26
OI08765,O07901,P03810,,813.05,485.69,91.2,Vendor,2024-02-26 23:11:03,2024-01-29 19:05:21
OI08766,O10853,P01223,,4250.98,386.5,88.72,Vendor,2024-08-20 06:43:02,2024-11-18 04:22:30
OI08767,O09390,P01296,,3448.52,154.04,418.93,VENDOR,2024-07-14 14:56:32,2024-05-29 08:42:28
OI08768,O11244,P04498,1,1080.67,71.56,89.53,Vendor,2024-07-06 02:40:39,2024-06-03 12:32:31
OI08769,O08186,P02677,1,2381.67,449.43,403.92,,2024-05-23 01:23:50,2024-10-04 12:07:24
OI08770,O05574,P03334,2,3696.05,144,136.87,3PL,2024-03-04 10:33:06,2024-03-01 10:39:44
OI08771,O10169,P01241,2,3153.95,210.08,475.74,W@rehouse,2024-06-03 15:27:46,2024-09-24 10:09:27
OI08772,O07410,P02298,2,418.78,429.63,162.52,,2024-09-10 04:45:48,2024-09-04 09:57:14
OI08773,O11632,P04681,3,3902.55,3.11,348.74,WAREHOUSE,2024-12-24 09:33:31,2024-07-31 23:54:28
OI08774,O08222,P00136,3,36.6,44.66,105.85,Vendor,2024-09-10 04:22:58,2024-08-08 23:59:58
OI08775,O11576,P03481,0,1661.04,398.77,313.84,W@rehouse,2024-06-15 00:01:44,2024-02-22 05:55:59
OI08776,O11107,P04494,,1811.55,207.45,116.29,WAREHOUSE,2024-06-05 16:36:22,2024-04-02 10:09:07
OI08777,O10080,P00373,3,4542.5,439.48,122.09,Vendor,2024-02-14 21:57:41,2024-03-13 08:42:46
OI08778,O03545,P03127,,1346.66,428.95,209.82,Warehouse,2024-10-25 18:22:26,2024-03-12 17:12:58
OI08779,O06691,P04686,1,1394.45,144.89,129.25,3PL,2024-12-08 18:17:14,2024-06-30 22:18:05
OI08780,O10171,P03077,2,921.03,152.64,280.13,Warehouse,2024-10-06 21:32:12,2024-10-30 17:17:08
OI08781,O10800,P02472,1,2428.99,462.84,231.69,3pl,2024-04-05 12:50:48,2024-07-16 17:11:03
OI08782,O10970,P01705,,1422.85,357.97,466.14,3pl,2024-09-16 16:49:55,2024-01-22 19:51:56
OI08783,O05247,P00074,0,198.84,327.58,173.46,3PL,2024-09-29 18:01:07,2024-12-18 21:19:46
OI08784,O11342,P04258,2,2276.45,334.82,274.41,,2024-01-28 15:02:11,2024-11-23 13:18:22
OI08785,O10470,P00076,2,1785.47,462.8,161.52,VENDOR,2024-02-10 01:58:18,2024-06-17 22:49:26
OI08786,O03349,P00199,3,4965.94,247.39,339.31,3PL,2024-03-24 13:53:30,2024-03-05 13:57:01
OI08787,O10581,P01675,2,181.41,398.67,389.81,3PL,2024-07-07 14:58:33,2024-05-13 20:51:14
OI08788,O10463,P00310,3,4250.34,206.42,378.56,Warehouse,2024-06-01 13:28:56,2024-12-11 17:52:32
OI08789,O04943,P01703,0,580.28,336.41,14.02,Warehouse,2024-10-23 16:38:15,2024-09-03 01:12:28
OI08790,O11336,P00565,2,2709.49,200.47,33.62,Warehouse,2024-07-11 01:06:25,2024-03-04 13:00:25
OI08791,O08302,P02445,1,43.86,70.66,44.86,Vendor,2024-05-27 05:34:43,2024-09-17 05:45:52
OI08792,O07381,P03405,0,1583.36,455.33,13.18,Vendor,2024-10-14 08:19:48,2024-12-11 02:12:59
OI08793,O06966,P01967,,168.41,93.82,78.95,3pl,2024-01-08 04:44:00,2024-11-05 02:07:49
OI08794,O07133,P00631,2,4844.25,321.5,118.81,WAREHOUSE,2024-01-08 07:12:05,2024-01-06 12:53:44
OI08795,O11545,P04766,0,3283.38,493.68,292.09,3PL,2024-10-09 07:04:02,2024-06-30 04:57:16
OI08796,O01422,P02953,1,3005.39,307,448.74,Vendor,2024-10-31 01:55:33,2024-03-05 17:41:08
OI08797,O01337,P03106,3,4213.87,469.89,306.24,W@rehouse,2024-12-18 22:10:25,2024-01-14 09:23:05
OI08798,O03993,P00717,0,1637.58,166.55,150.94,Vendor,2024-01-18 04:23:31,2024-04-03 12:02:50
OI08799,O11746,P00298,1,4211.65,115.71,89.38,WAREHOUSE,2024-09-18 01:18:08,2024-07-03 00:55:53
OI08800,O11389,P00006,0,351.2,247.52,109.5,3PL,2024-08-23 10:19:30,2024-08-25 13:47:19
OI08801,O09357,P02603,2,3497.88,427.54,17.22,W@rehouse,2024-03-27 21:07:32,2024-10-26 09:07:17
OI08802,O11001,P04952,,992.95,375.15,312.96,Vendor,2024-03-21 19:07:11,2024-11-05 15:06:36
OI08803,O10873,P01194,,716.11,474.83,395.22,3PL,2024-09-06 06:51:46,2024-08-09 13:40:19
OI08804,O02516,P03065,1,2913.14,65.54,91.97,3PL,2024-08-02 10:24:01,2024-06-05 06:30:38
OI08805,O11584,P01989,0,4038.73,419.64,32.54,Warehouse,2024-05-06 14:25:16,2024-05-31 20:36:24
OI08806,O11967,P03130,0,4475.81,8.95,268.56,Vendor,2024-01-20 07:50:22,2024-12-08 08:46:55
OI08807,O11379,P01336,3,3702.15,179.53,328.5,3PL,2024-06-10 15:47:51,2024-07-02 22:24:41
OI08808,O11603,P03229,0,1485.03,122.05,234.72,vendor,2024-02-12 03:09:26,2024-03-19 18:30:59
OI08809,O11674,P04736,3,3601.74,218.82,485.26,3PL,2024-05-29 02:06:17,2024-05-15 01:55:07
OI08810,O03121,P04335,0,2048.29,270.96,428.93,warehouse,2024-03-12 08:47:38,2024-05-01 03:02:30
OI08811,O08220,P03550,2,4683.12,238.99,64.51,W@rehouse,2024-10-13 13:52:07,2024-06-29 16:09:12
OI08812,O10521,P00381,1,202.37,332.37,268.15,3pl,2024-11-05 04:30:40,2024-04-09 15:17:40
OI08813,O02942,P01385,3,4026.17,29.09,302.84,Vendor,2024-10-29 09:38:51,2024-12-01 02:51:35
OI08814,O11144,P01550,3,1746.41,400.97,459.62,Vendor,2024-05-28 02:20:43,2024-06-29 19:50:54
OI08815,O11451,P00129,3,1160.8,75.6,481.74,3PL,2024-04-02 07:15:48,2024-07-16 18:36:00
OI08816,O11816,P01767,0,1359.66,261.22,74.31,3PL,2024-05-08 01:03:36,2024-10-09 05:03:16
OI08817,O10855,P04996,3,4799.29,438.92,194.76,3pl,2024-08-27 03:50:05,2024-03-12 20:24:15
OI08818,O11893,P04798,1,3366.81,271.17,308.2,warehouse,2024-10-23 19:31:42,2024-04-29 22:40:12
OI08819,O10269,P03450,,700.77,141.19,338.48,Vendor,2024-12-15 13:00:19,2024-06-29 22:13:16
OI08820,O02743,P02360,0,792.36,336.47,70.29,3PL,2024-02-08 12:36:47,2024-03-07 10:38:17
OI08821,O09615,P00032,,306.57,14,432.65,Warehouse,2024-04-09 22:05:16,2024-01-07 10:41:38
OI08822,O00133,P03141,0,3031.85,268.52,232.49,VENDOR,2024-04-05 04:48:17,2024-05-16 04:07:36
OI08823,O05394,P01955,1,3164.04,339.38,37.53,warehouse,2024-06-15 10:39:32,2024-03-02 05:53:42
OI08824,O10379,P02799,3,4963.17,197.33,3.54,3PL,2024-08-12 04:07:54,2024-09-01 15:32:24
OI08825,O05162,P02670,3,2236.46,397.17,389.48,3PL,2024-05-30 14:59:50,2024-11-08 16:15:36
OI08826,O10393,P04227,1,2264.31,409.4,453.29,Vendor,2024-11-21 21:00:48,2024-08-15 21:52:07
OI08827,O11606,P00126,3,388.58,92.51,121.08,Warehouse,2024-04-30 11:21:18,2024-09-08 14:29:05
OI08828,O06796,P00274,1,2621.75,466.35,336.44,3PL,2024-07-13 16:05:01,2024-05-10 02:12:29
OI08829,O10417,P01599,2,2586.73,157.36,87.52,3PL,2024-10-05 05:36:33,2024-04-27 21:13:05
OI08830,O11356,P03600,3,3069.7,240.54,288.02,3PL,2024-04-04 01:40:11,2024-04-04 00:16:28
OI08831,O10731,P00588,1,434.89,293.69,399.72,,2024-04-23 05:52:56,2024-07-07 13:37:00
OI08832,O11587,P04733,,1609.44,383.4,81.2,,2024-02-23 08:34:26,2024-05-02 20:51:26
OI08833,O03744,P03475,3,3695.74,497.06,50.32,,2024-12-24 03:39:32,2024-05-24 01:49:07
OI08834,O09715,P02376,1,3366.39,225.87,366.51,Vendor,2024-10-22 02:56:48,2024-11-07 01:10:14
OI08835,O02142,P00050,,2590.32,146.49,447.46,WAREHOUSE,2024-12-16 07:51:58,2024-12-26 08:20:08
OI08836,O11170,P04206,0,732.7,77.04,342.88,3PL,2024-05-06 22:52:56,2024-11-19 11:55:08
OI08837,O10934,P04938,2,3402.66,119.68,164.22,WAREHOUSE,2024-01-08 01:55:18,2024-06-19 06:20:32
OI08838,O10265,P03463,2,1009.61,272.17,372.27,vendor,2024-02-06 18:40:03,2024-10-29 10:58:58
OI08839,O02144,P02088,1,2416.57,209.42,4.78,Warehouse,2024-04-08 23:01:07,2024-04-13 06:11:03
OI08840,O09571,P04028,,2502.56,87.76,111.33,VENDOR,2024-02-09 04:04:15,2024-12-21 08:25:41
OI08841,O11755,P04642,,2199.51,370.17,168.21,3PL,2024-04-22 02:12:39,2024-10-15 02:21:33
OI08842,O10157,P00847,1,415.91,474.34,146.28,Warehouse,2024-03-06 18:56:08,2024-03-15 19:23:28
OI08843,O11956,P00953,1,4632.6,400.12,328.16,warehouse,2024-02-26 11:52:20,2024-02-10 02:12:32
OI08844,O10870,P02597,0,1270.24,340,343.75,Warehouse,2024-03-28 04:44:26,2024-11-18 21:29:54
OI08845,O05180,P01493,3,1909.85,240.89,144.33,vendor,2024-10-05 12:36:04,2024-08-18 10:49:13
OI08846,O11461,P00277,,750.05,54.34,385.54,vendor,2024-06-10 03:22:49,2024-11-30 03:15:11
OI08847,O10568,P04796,,244.59,21.8,141.07,3PL,2024-09-09 15:14:55,2024-11-25 06:24:25
OI08848,O10412,P00800,0,868.24,325.16,214.31,,2024-11-26 03:36:24,2024-11-20 05:16:53
OI08849,O01915,P04158,3,518.26,351.83,353.66,VENDOR,2024-08-20 13:05:09,2024-08-11 04:00:10
OI08850,O11453,P02395,0,2088.87,396.38,37.48,Warehouse,2024-07-03 18:24:02,2024-05-22 07:25:18
OI08851,O08236,P01326,2,3661.24,236.58,143.5,Warehouse,2024-08-04 15:46:08,2024-08-02 02:29:31
OI08852,O10875,P00580,1,160.82,223.64,68.66,,2024-10-17 02:20:56,2024-03-17 13:00:38
OI08853,O11581,P00522,1,3312.14,113,30.13,,2024-01-10 06:31:02,2024-03-26 19:15:11
OI08854,O11307,P00380,2,4743.91,189.81,404.24,3pl,2024-10-09 00:25:15,2024-06-03 10:09:40
OI08855,O10820,P00663,0,3527.84,423.08,342.84,3pl,2024-08-10 18:40:56,2024-10-02 21:25:19
OI08856,O09669,P03383,2,2216.3,225.03,55.64,3PL,2024-12-21 00:57:23,2024-12-24 23:04:55
OI08857,O04084,P01346,3,3984.65,412.86,86.91,Vendor,2024-12-24 17:57:05,2024-02-09 22:19:40
OI08858,O10482,P03606,1,1531.85,311.06,414.78,,2024-01-26 11:52:01,2024-02-05 05:08:39
OI08859,O03271,P02945,1,2809.74,175.95,188.13,3PL,2024-07-10 01:01:39,2024-01-22 09:42:36
OI08860,O11522,P00919,0,2268.51,193.74,46.61,Vendor,2024-11-30 08:09:55,2024-11-12 15:17:55
OI08861,O07801,P02246,1,1417.09,384.61,497.45,Vendor,2024-01-29 18:54:07,2024-07-05 23:28:46
OI08862,O10461,P01845,0,2041.36,298.1,90.22,3PL,2024-11-06 01:49:01,2024-05-25 06:34:49
OI08863,O02912,P00753,,2169.42,262.94,168.78,,2024-10-09 12:51:54,2024-09-14 06:55:50
OI08864,O07345,P02585,1,1816.94,321.57,64.61,Warehouse,2024-06-24 07:36:20,2024-08-02 02:02:08
OI08865,O11538,P00443,3,2209.89,149.82,330.02,vendor,2024-01-30 23:47:24,2024-01-18 18:56:42
OI08866,O03957,P04518,2,129.88,349.74,352.26,3PL,2024-08-10 17:33:26,2024-03-21 03:39:02
OI08867,O07908,P04031,0,2624.55,74.34,142.91,3PL,2024-09-18 15:20:43,2024-11-17 15:58:11
OI08868,O00139,P00578,0,4218.37,373.91,346.19,Vendor,2024-05-30 01:38:58,2024-01-23 22:00:14
OI08869,O08230,P03311,,464.53,127.53,135.06,Vendor,2024-02-25 21:45:23,2024-10-29 03:03:00
OI08870,O08114,P02927,,3015.49,224.15,423.38,warehouse,2024-10-03 05:55:36,2024-06-04 09:10:17
OI08871,O11570,P02532,2,3121.28,404.1,74.11,Vendor,2024-01-18 15:47:07,2024-12-19 20:37:57
OI08872,O11852,P00550,1,1305.13,484.49,53.28,Vendor,2024-07-01 22:42:37,2024-10-30 18:25:11
OI08873,O10049,P04575,2,2915.48,465.38,379.34,3PL,2024-05-19 15:31:17,2024-06-02 02:24:33
OI08874,O04504,P02585,0,1685.19,475.27,496.15,3PL,2024-09-05 02:34:57,2024-08-07 21:28:00
OI08875,O10970,P04951,1,4962.27,227.65,223.58,Vendor,2024-04-14 11:50:36,2024-06-02 15:38:44
OI08876,O08342,P00792,3,3784.63,216.29,293.37,3PL,2024-06-11 05:41:04,2024-08-16 19:26:33
OI08877,O03969,P03967,,1427.43,180.17,290.79,W@rehouse,2024-05-29 03:57:14,2024-10-12 12:24:47
OI08878,O06490,P04868,3,4643.12,2.04,31.33,3pl,2024-06-26 04:32:56,2024-03-07 02:10:48
OI08879,O10127,P00504,2,1703.92,322.31,126.96,Warehouse,2024-03-09 01:30:28,2024-11-04 22:58:34
OI08880,O09662,P03831,,4398.48,58.78,207.55,Vendor,2024-02-20 15:23:17,2024-10-04 11:18:20
OI08881,O07942,P00357,1,3733.42,392.95,196.4,Vendor,2024-03-10 01:55:37,2024-08-24 21:37:11
OI08882,O00013,P03836,1,2138.46,111.19,219.25,Vendor,2024-11-23 16:08:47,2024-12-30 23:07:24
OI08883,O10975,P03846,1,95.75,113.25,371.76,3PL,2024-11-08 07:21:27,2024-02-02 19:11:09
OI08884,O10225,P03448,,1106.45,197.9,21.15,3PL,2024-02-26 04:13:51,2024-01-13 11:44:07
OI08885,O11264,P00024,2,2954.81,292.05,178.22,3PL,2024-04-11 17:57:56,2024-12-09 06:48:45
OI08886,O11899,P01407,1,1746.29,80.03,118.12,WAREHOUSE,2024-12-24 03:36:13,2024-03-20 12:42:39
OI08887,O11892,P03499,,4234.05,218.1,236.52,W@rehouse,2024-06-27 13:46:53,2024-03-06 11:20:14
OI08888,O10524,P02918,0,2756.9,411.21,90.3,,2024-01-08 11:54:51,2024-04-27 12:28:55
OI08889,O10248,P04563,,1822.95,495.81,376.09,Warehouse,2024-11-30 16:19:32,2024-03-10 15:24:38
OI08890,O08033,P04044,1,1292.86,401.19,299.04,3PL,2024-01-05 05:39:08,2024-10-14 20:14:07
OI08891,O11950,P00011,0,2759.28,172.43,315.71,warehouse,2024-09-27 14:57:32,2024-12-09 21:50:50
OI08892,O06710,P01367,2,622.91,155.79,47.84,VENDOR,2024-01-23 17:08:57,2024-01-03 14:03:19
OI08893,O10172,P03602,1,3857.23,39.99,207.34,Warehouse,2024-07-03 12:53:12,2024-09-03 15:38:31
OI08894,O04304,P04276,1,2085.74,190.45,346.28,3pl,2024-02-29 12:53:06,2024-07-19 20:28:55
OI08895,O11370,P03590,1,1777.31,405.15,134.62,,2024-09-30 05:43:49,2024-10-01 22:09:24
OI08896,O00874,P02953,1,760.87,37.67,250.81,3PL,2024-10-24 18:50:36,2024-08-26 10:03:50
OI08897,O02994,P02573,3,3416.96,494.5,56.28,3PL,2024-09-26 00:42:47,2024-03-17 22:45:06
OI08898,O08510,P01172,0,3132.58,494.53,114.73,Vendor,2024-01-25 18:42:01,2024-03-09 09:09:38
OI08899,O00188,P02476,2,981.74,486.64,131.82,W@rehouse,2024-09-02 00:07:57,2024-12-18 16:07:39
OI08900,O11762,P04971,,4692.22,56.82,212.43,Vendor,2024-07-12 09:11:18,2024-12-27 07:29:46
OI08901,O10210,P00510,2,4046.98,69.52,319.23,Warehouse,2024-06-28 12:21:55,2024-09-28 17:32:09
OI08902,O11418,P04177,0,3004.18,61.7,2.64,,2024-02-10 05:27:17,2024-01-22 11:04:51
OI08903,O11618,P03796,0,745.24,28.1,287.6,3pl,2024-03-19 02:01:33,2024-10-23 22:03:38
OI08904,O06326,P01682,3,3337.86,113.04,266.15,Warehouse,2024-04-19 20:17:23,2024-08-22 10:26:35
OI08905,O11765,P03042,1,2049.87,439.43,71.68,3PL,2024-11-03 22:39:36,2024-01-27 07:16:18
OI08906,O07037,P02613,1,3527.85,252.06,330.51,3PL,2024-01-09 19:12:22,2024-06-14 16:27:42
OI08907,O11953,P02987,2,4388.91,341.02,380.04,Vendor,2024-04-01 15:16:25,2024-10-10 03:18:05
OI08908,O10046,P01022,1,958.71,86.05,441.68,Vendor,2024-08-23 21:54:27,2024-03-13 10:31:20
OI08909,O11988,P04862,,3580.35,481.7,453.47,Warehouse,2024-09-02 20:52:31,2024-07-28 21:04:17
OI08910,O07395,P03258,,539.14,79.43,68.81,3PL,2024-06-04 12:04:24,2024-09-20 18:02:28
OI08911,O11334,P00117,3,980.45,43.81,496.66,3PL,2024-05-24 04:58:33,2024-09-09 12:50:44
OI08912,O11373,P03808,3,1812.34,182.48,429.22,Vendor,2024-08-28 14:29:48,2024-09-07 23:18:39
OI08913,O11981,P02374,0,3578.01,271.79,437.31,Vendor,2024-07-06 17:11:36,2024-02-05 17:58:17
OI08914,O11015,P01377,1,2811.25,195.82,383.88,VENDOR,2024-07-28 00:08:18,2024-08-16 15:58:35
OI08915,O00726,P04747,0,4699.39,430.18,441.52,3pl,2024-07-05 14:45:37,2024-12-09 07:55:20
OI08916,O09632,P01608,3,3272.4,67.99,228.7,3PL,2024-05-01 19:04:32,2024-09-13 12:32:55
OI08917,O11364,P03110,1,3506.14,322.56,338.67,VENDOR,2024-10-24 08:47:32,2024-10-06 15:17:39
OI08918,O11794,P04211,3,1073.06,137.21,68.11,Warehouse,2024-03-25 19:16:40,2024-11-05 21:22:50
OI08919,O10874,P03508,1,3164.48,7.39,442.79,Warehouse,2024-02-15 18:13:30,2024-09-28 01:23:13
OI08920,O11263,P03380,,2273.48,378.2,44.02,Vendor,2024-06-17 21:08:19,2024-06-08 18:17:08
OI08921,O10679,P04093,1,3962.7,278.52,2.89,3pl,2024-03-16 21:37:05,2024-12-08 13:46:39
OI08922,O11060,P04077,,1407.52,190.85,480.26,,2024-08-25 08:27:15,2024-07-01 05:01:36
OI08923,O05969,P00294,0,683.86,445.31,126.35,3PL,2024-05-14 22:12:54,2024-07-20 00:00:41
OI08924,O11901,P00043,1,4118.77,454.12,29.72,3PL,2024-07-20 05:32:51,2024-07-22 20:39:03
OI08925,O10011,P02831,1,2946.51,439.54,255.78,VENDOR,2024-12-24 22:15:41,2024-07-23 00:16:14
OI08926,O11422,P02971,0,2955.97,408.7,99.1,Warehouse,2024-10-02 18:25:02,2024-03-26 09:20:17
OI08927,O07153,P00264,,1521.3,115.36,487.56,3PL,2024-12-19 11:29:38,2024-12-19 19:49:05
OI08928,O10340,P00142,0,2462.86,56.94,154.85,vendor,2024-06-02 06:04:12,2024-02-23 04:14:38
OI08929,O07947,P01855,,3625.04,312.74,69.81,WAREHOUSE,2024-07-06 21:34:26,2024-06-02 11:25:45
OI08930,O10405,P04871,1,490.04,156.31,11.33,vendor,2024-09-30 00:40:14,2024-12-10 00:37:32
OI08931,O02612,P03116,0,1721.55,28,313.6,3PL,2024-05-15 02:58:45,2024-08-01 16:27:07
OI08932,O10187,P00225,1,965.61,362.88,64,3PL,2024-11-02 06:07:59,2024-10-06 14:31:02
OI08933,O11896,P03477,1,1856.62,423.83,319.3,Vendor,2024-02-12 13:06:06,2024-09-26 23:23:31
OI08934,O05397,P03542,1,4774.25,332.2,402.14,3PL,2024-10-19 04:47:01,2024-04-25 15:11:31
OI08935,O10986,P03520,1,846.58,491.45,315.8,3PL,2024-11-05 10:12:15,2024-08-08 10:08:33
OI08936,O10348,P00797,1,3296.6,12.05,412.52,3PL,2024-12-27 05:43:29,2024-01-06 13:54:56
OI08937,O09635,P02313,1,192.64,285.63,11.51,Vendor,2024-10-18 11:22:02,2024-12-01 22:42:24
OI08938,O11406,P02985,3,2726.86,349.93,184.89,Warehouse,2024-10-23 06:55:44,2024-11-24 10:07:15
OI08939,O05687,P00867,1,401.08,231.11,43.82,warehouse,2024-02-13 14:09:15,2024-02-06 00:36:05
OI08940,O06477,P03593,1,738.86,429.29,303.37,Vendor,2024-10-12 05:40:08,2024-08-31 11:16:57
OI08941,O08948,P04349,,1295.76,439.93,366.18,Warehouse,2024-09-30 07:45:06,2024-04-02 09:15:45
OI08942,O02128,P03754,1,2224.78,353.39,497.66,Warehouse,2024-11-13 22:14:06,2024-04-12 11:57:54
OI08943,O05632,P02309,3,2644.37,315.56,163.72,vendor,2024-04-25 23:22:01,2024-02-06 23:44:19
OI08944,O01792,P01574,3,3509.65,438.85,267.6,Vendor,2024-06-20 14:27:53,2024-09-12 21:37:25
OI08945,O10458,P04892,,4105.16,334.81,119.22,,2024-02-23 17:49:49,2024-10-30 06:34:11
OI08946,O09367,P00299,3,2071.54,440.36,119.12,VENDOR,2024-01-12 07:37:37,2024-06-25 22:37:34
OI08947,O10850,P04436,1,2697.83,208.79,383.57,,2024-11-17 21:25:52,2024-09-22 00:54:31
OI08948,O09991,P02404,2,3866.53,285.47,140.98,3pl,2024-02-29 16:43:03,2024-06-19 17:01:52
OI08949,O10240,P00115,1,1546.05,241.83,134.61,Warehouse,2024-06-05 14:54:45,2024-02-20 16:37:46
OI08950,O10608,P03202,1,2056.99,494.23,59.36,3PL,2024-11-16 06:34:31,2024-02-21 15:54:02
